grade,semester,unitTitle,primaryConceptId,type,difficulty,count,evidenceCardIds,examPatternCardIds
P5,lower,期末综合,object-observation,fill-in,Foundation,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review
P5,lower,期末综合,object-observation,multiple-choice,Foundation,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review
P5,lower,期末综合,object-observation,short-answer,Exam,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review
P5,lower,期末综合,object-observation,short-answer,Foundation,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review
P5,lower,期末综合,object-observation,short-answer,Core,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review
P5,lower,约分,fraction-meaning-operations,short-answer,Foundation,2,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-meaning-properties
P5,lower,约分,fraction-meaning-operations,short-answer,Core,3,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-meaning-properties
P5,lower,约分,fraction-meaning-operations,short-answer,Challenge,2,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-meaning-properties
P5,lower,表面积,cuboid-cube-volume,short-answer,Foundation,2,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-cuboid-cube-volume
P5,lower,表面积,cuboid-cube-volume,short-answer,Challenge,2,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-cuboid-cube-volume
P5,lower,表面积,cuboid-cube-volume,short-answer,Core,2,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-cuboid-cube-volume
P5,lower,观察物体,object-observation,fill-in,Foundation,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review
P5,lower,观察物体,object-observation,fill-in,Core,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review
P5,lower,观察物体,object-observation,multiple-choice,Core,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review
P5,lower,观察物体,object-observation,short-answer,Core,2,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review
P5,lower,质数和合数,factors-multiples,short-answer,Challenge,3,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-factors-multiples
P5,lower,质数和合数,factors-multiples,short-answer,Foundation,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-factors-multiples
P5,lower,质数和合数,factors-multiples,short-answer,Core,2,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-factors-multiples
P5,lower,通分,fraction-meaning-operations,multiple-choice,Exam,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-meaning-properties
P5,lower,通分,fraction-meaning-operations,multiple-choice,Core,4,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-meaning-properties
P5,lower,通分,fraction-meaning-operations,multiple-choice,Foundation,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-meaning-properties
P5,lower,长方体和正方体,cuboid-cube-volume,fill-in,Exam,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-cuboid-cube-volume
P5,lower,长方体和正方体,cuboid-cube-volume,fill-in,Challenge,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-cuboid-cube-volume
P5,lower,长方体和正方体,cuboid-cube-volume,fill-in,Foundation,3,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-cuboid-cube-volume
P5,lower,长方体和正方体,cuboid-cube-volume,fill-in,Core,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-cuboid-cube-volume
P5,lower,长方体和正方体,cuboid-cube-volume,short-answer,Core,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-cuboid-cube-volume
P5,upper,三角形和梯形面积,polygon-area,fill-in,Core,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-polygon-area
P5,upper,三角形和梯形面积,polygon-area,multiple-choice,Challenge,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-polygon-area
P5,upper,三角形和梯形面积,polygon-area,multiple-choice,Foundation,2,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-polygon-area
P5,upper,三角形和梯形面积,polygon-area,multiple-choice,Core,3,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-polygon-area
P5,upper,位置,coordinate-position,fill-in,Exam,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-position-probability-tree-planting
P5,upper,位置,coordinate-position,fill-in,Challenge,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-position-probability-tree-planting
P5,upper,位置,coordinate-position,fill-in,Foundation,3,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-position-probability-tree-planting
P5,upper,位置,coordinate-position,fill-in,Core,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-position-probability-tree-planting
P5,upper,位置,coordinate-position,short-answer,Core,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-position-probability-tree-planting
P5,upper,可能性,coordinate-position,short-answer,Foundation,2,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-position-probability-tree-planting
P5,upper,可能性,coordinate-position,short-answer,Challenge,2,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-position-probability-tree-planting
P5,upper,可能性,coordinate-position,short-answer,Core,2,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-position-probability-tree-planting
P5,upper,多边形的面积,polygon-area,fill-in,Core,3,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-polygon-area
P5,upper,多边形的面积,polygon-area,fill-in,Foundation,3,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-polygon-area
P5,upper,小数乘法,decimal-multiplication,fill-in,Core,3,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-decimal-operations
P5,upper,小数乘法,decimal-multiplication,fill-in,Exam,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-decimal-operations
P5,upper,小数乘法,decimal-multiplication,fill-in,Foundation,3,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-decimal-operations
P5,upper,小数四则估算,decimal-multiplication,multiple-choice,Foundation,2,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-decimal-operations
P5,upper,小数四则估算,decimal-multiplication,multiple-choice,Core,4,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-decimal-operations
P5,upper,小数四则估算,decimal-multiplication,short-answer,Core,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-decimal-operations
P5,upper,小数除法,decimal-multiplication,short-answer,Challenge,3,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-decimal-operations
P5,upper,小数除法,decimal-multiplication,short-answer,Foundation,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-decimal-operations
P5,upper,小数除法,decimal-multiplication,short-answer,Core,2,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-decimal-operations
P5,upper,平行四边形面积,polygon-area,short-answer,Exam,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-polygon-area
P5,upper,平行四边形面积,polygon-area,short-answer,Challenge,2,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-polygon-area
P5,upper,平行四边形面积,polygon-area,short-answer,Core,3,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-polygon-area
P5,upper,平行四边形面积,polygon-area,short-answer,Foundation,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-polygon-area
P5,upper,易错提优,p5-upper-integrated-review,multiple-choice,Challenge,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-integrated-review-error-extension
P5,upper,易错提优,p5-upper-integrated-review,multiple-choice,Core,4,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-integrated-review-error-extension
P5,upper,易错提优,p5-upper-integrated-review,multiple-choice,Foundation,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-integrated-review-error-extension
P5,upper,期中综合,p5-upper-integrated-review,fill-in,Foundation,4,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-integrated-review-error-extension
P5,upper,期中综合,p5-upper-integrated-review,fill-in,Core,2,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-integrated-review-error-extension
P5,upper,期中综合,p5-upper-integrated-review,short-answer,Core,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-integrated-review-error-extension
P5,upper,期末综合,p5-upper-integrated-review,fill-in,Core,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-integrated-review-error-extension
P5,upper,期末综合,p5-upper-integrated-review,short-answer,Core,2,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-integrated-review-error-extension
P5,upper,期末综合,p5-upper-integrated-review,short-answer,Exam,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-integrated-review-error-extension
P5,upper,期末综合,p5-upper-integrated-review,short-answer,Challenge,2,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-integrated-review-error-extension
P5,upper,期末综合,p5-upper-integrated-review,short-answer,Foundation,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-integrated-review-error-extension
P5,upper,植树问题,coordinate-position,fill-in,Core,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-position-probability-tree-planting
P5,upper,植树问题,coordinate-position,multiple-choice,Core,5,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-position-probability-tree-planting
P5,upper,植树问题,coordinate-position,multiple-choice,Foundation,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-position-probability-tree-planting
P5,upper,用字母表示数,simple-equations,short-answer,Foundation,2,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-simple-equations
P5,upper,用字母表示数,simple-equations,short-answer,Core,3,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-simple-equations
P5,upper,用字母表示数,simple-equations,short-answer,Challenge,2,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-simple-equations
P5,upper,等量关系,simple-equations,multiple-choice,Exam,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-simple-equations
P5,upper,等量关系,simple-equations,multiple-choice,Core,4,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-simple-equations
P5,upper,等量关系,simple-equations,multiple-choice,Foundation,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-simple-equations
P5,upper,简易方程,simple-equations,fill-in,Challenge,1,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-simple-equations
P5,upper,简易方程,simple-equations,fill-in,Foundation,3,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-simple-equations
P5,upper,简易方程,simple-equations,fill-in,Core,3,pep-primary-p5-upper-decimals-equations-polygons,pep-primary-p5-upper-paper-simple-equations
P6,lower,圆柱表面积,cylinder-cone,short-answer,Foundation,7,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-cylinder-cone-geometry
P6,lower,圆柱表面积,cylinder-cone,short-answer,Exam,2,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-cylinder-cone-geometry
P6,lower,圆柱表面积,cylinder-cone,short-answer,Challenge,5,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-cylinder-cone-geometry
P6,lower,圆柱表面积,cylinder-cone,short-answer,Core,3,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-cylinder-cone-geometry
P6,lower,小学数学总复习,p6-lower-graduation-review,fill-in,Core,1,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-graduation-review
P6,lower,小学数学总复习,p6-lower-graduation-review,short-answer,Core,9,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-graduation-review
P6,lower,小学数学总复习,p6-lower-graduation-review,short-answer,Challenge,6,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-graduation-review
P6,lower,数学广角,drawer-principle,fill-in,Exam,2,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-drawer-principle
P6,lower,数学广角,drawer-principle,fill-in,Foundation,11,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-drawer-principle
P6,lower,数学广角,drawer-principle,fill-in,Core,2,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-drawer-principle
P6,lower,数学广角,drawer-principle,short-answer,Core,2,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-drawer-principle
P6,lower,易错提优,p6-lower-problem-solving,multiple-choice,Foundation,7,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-challenge-problem-solving
P6,lower,易错提优,p6-lower-problem-solving,multiple-choice,Exam,1,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-challenge-problem-solving
P6,lower,易错提优,p6-lower-problem-solving,multiple-choice,Core,7,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-challenge-problem-solving
P6,lower,易错提优,p6-lower-problem-solving,short-answer,Core,1,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-challenge-problem-solving
P6,lower,比例尺,proportion,fill-in,Core,2,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-proportion-scale
P6,lower,比例尺,proportion,multiple-choice,Challenge,2,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-proportion-scale
P6,lower,比例尺,proportion,multiple-choice,Core,13,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-proportion-scale
P6,lower,负数,negative-numbers,fill-in,Core,10,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-negative-percent
P6,lower,负数,negative-numbers,fill-in,Challenge,2,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-negative-percent
P6,lower,负数,negative-numbers,fill-in,Foundation,5,pep-primary-p6-lower-proportion-negative-review,pep-primary-p6-lower-paper-negative-percent
P6,upper,位置与方向,coordinate-position,fill-in,Exam,2,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-position-direction
P6,upper,位置与方向,coordinate-position,fill-in,Foundation,11,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-position-direction
P6,upper,位置与方向,coordinate-position,fill-in,Core,2,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-position-direction
P6,upper,位置与方向,coordinate-position,short-answer,Core,2,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-position-direction
P6,upper,分数乘法,fraction-multiplication-division,fill-in,Core,10,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-fraction-ratio-operations
P6,upper,分数乘法,fraction-multiplication-division,fill-in,Challenge,2,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-fraction-ratio-operations
P6,upper,分数乘法,fraction-multiplication-division,fill-in,Foundation,5,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-fraction-ratio-operations
P6,upper,圆的周长,circle-geometry,short-answer,Foundation,7,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-circle-geometry
P6,upper,圆的周长,circle-geometry,short-answer,Exam,2,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-circle-geometry
P6,upper,圆的周长,circle-geometry,short-answer,Challenge,5,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-circle-geometry
P6,upper,圆的周长,circle-geometry,short-answer,Core,3,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-circle-geometry
P6,upper,拓展应用,p6-upper-problem-solving,multiple-choice,Foundation,7,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-challenge-problem-solving
P6,upper,拓展应用,p6-upper-problem-solving,multiple-choice,Exam,1,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-challenge-problem-solving
P6,upper,拓展应用,p6-upper-problem-solving,multiple-choice,Core,7,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-challenge-problem-solving
P6,upper,拓展应用,p6-upper-problem-solving,short-answer,Core,1,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-challenge-problem-solving
P6,upper,期末综合,p6-upper-integrated-review,fill-in,Core,1,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-integrated-midterm-final
P6,upper,期末综合,p6-upper-integrated-review,short-answer,Core,9,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-integrated-midterm-final
P6,upper,期末综合,p6-upper-integrated-review,short-answer,Challenge,6,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-integrated-midterm-final
P6,upper,百分数应用,percent,fill-in,Core,2,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-percent-data
P6,upper,百分数应用,percent,multiple-choice,Challenge,2,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-percent-data
P6,upper,百分数应用,percent,multiple-choice,Core,13,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-percent-data
