grade,semester,topicId,unitTitle,type,difficulty,count,evidenceCardIds,assessmentPatternCardIds,paperPatternCardIds
P2,upper,bnu-primary-p2-upper-add-sub-review,加与减,fill-in,Core,2,bnu-primary-p2-upper-add-sub-review,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-monthly-1-to-2-integrated,
P2,upper,bnu-primary-p2-upper-add-sub-review,加与减,short-answer,Challenge,2,bnu-primary-p2-upper-add-sub-review,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-monthly-1-to-2-integrated,
P2,upper,bnu-primary-p2-upper-add-sub-review,加与减,multiple-choice,Exam,1,bnu-primary-p2-upper-add-sub-review,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-monthly-1-to-2-integrated,
P2,upper,bnu-primary-p2-upper-add-sub-review,加与减,fill-in,Foundation,1,bnu-primary-p2-upper-add-sub-review,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-monthly-1-to-2-integrated,
P2,upper,bnu-primary-p2-upper-add-sub-review,加与减,short-answer,Core,1,bnu-primary-p2-upper-add-sub-review,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-monthly-1-to-2-integrated,
P2,upper,bnu-primary-p2-upper-add-sub-review,加与减,multiple-choice,Challenge,1,bnu-primary-p2-upper-add-sub-review,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-monthly-1-to-2-integrated,
P2,upper,bnu-primary-p2-upper-add-sub-review,加与减,fill-in,Exam,1,bnu-primary-p2-upper-add-sub-review,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-monthly-1-to-2-integrated,
P2,upper,bnu-primary-p2-upper-add-sub-review,加与减,short-answer,Foundation,1,bnu-primary-p2-upper-add-sub-review,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-monthly-1-to-2-integrated,
P2,upper,bnu-primary-p2-upper-add-sub-review,加与减,multiple-choice,Core,1,bnu-primary-p2-upper-add-sub-review,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-monthly-1-to-2-integrated,
P2,upper,bnu-primary-p2-upper-add-sub-review,加与减,fill-in,Challenge,1,bnu-primary-p2-upper-add-sub-review,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-monthly-1-to-2-integrated,
P2,upper,bnu-primary-p2-upper-add-sub-review,加与减,short-answer,Exam,1,bnu-primary-p2-upper-add-sub-review,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-monthly-1-to-2-integrated,
P2,upper,bnu-primary-p2-upper-division-facts-review,除法与整理复习,multiple-choice,Core,3,bnu-primary-p2-upper-division-facts-review,bnu-primary-p2-upper-assessment-division-introduction-unit|bnu-primary-p2-upper-assessment-multiplication-division-application-unit,
P2,upper,bnu-primary-p2-upper-division-facts-review,除法与整理复习,fill-in,Foundation,3,bnu-primary-p2-upper-division-facts-review,bnu-primary-p2-upper-assessment-division-introduction-unit|bnu-primary-p2-upper-assessment-multiplication-division-application-unit,
P2,upper,bnu-primary-p2-upper-division-facts-review,除法与整理复习,short-answer,Core,3,bnu-primary-p2-upper-division-facts-review,bnu-primary-p2-upper-assessment-division-introduction-unit|bnu-primary-p2-upper-assessment-multiplication-division-application-unit,
P2,upper,bnu-primary-p2-upper-division-facts-review,除法与整理复习,multiple-choice,Foundation,2,bnu-primary-p2-upper-division-facts-review,bnu-primary-p2-upper-assessment-division-introduction-unit|bnu-primary-p2-upper-assessment-multiplication-division-application-unit,
P2,upper,bnu-primary-p2-upper-division-facts-review,除法与整理复习,fill-in,Core,2,bnu-primary-p2-upper-division-facts-review,bnu-primary-p2-upper-assessment-division-introduction-unit|bnu-primary-p2-upper-assessment-multiplication-division-application-unit,
P2,upper,bnu-primary-p2-upper-division-facts-review,除法与整理复习,short-answer,Foundation,2,bnu-primary-p2-upper-division-facts-review,bnu-primary-p2-upper-assessment-division-introduction-unit|bnu-primary-p2-upper-assessment-multiplication-division-application-unit,
P2,upper,bnu-primary-p2-upper-division-introduction,分一分与除法,multiple-choice,Challenge,3,bnu-primary-p2-upper-division-introduction,bnu-primary-p2-upper-assessment-division-introduction-unit|bnu-primary-p2-upper-assessment-final-integrated,
P2,upper,bnu-primary-p2-upper-division-introduction,分一分与除法,fill-in,Foundation,4,bnu-primary-p2-upper-division-introduction,bnu-primary-p2-upper-assessment-division-introduction-unit|bnu-primary-p2-upper-assessment-final-integrated,
P2,upper,bnu-primary-p2-upper-division-introduction,分一分与除法,short-answer,Core,4,bnu-primary-p2-upper-division-introduction,bnu-primary-p2-upper-assessment-division-introduction-unit|bnu-primary-p2-upper-assessment-final-integrated,
P2,upper,bnu-primary-p2-upper-division-introduction,分一分与除法,multiple-choice,Foundation,1,bnu-primary-p2-upper-division-introduction,bnu-primary-p2-upper-assessment-division-introduction-unit|bnu-primary-p2-upper-assessment-final-integrated,
P2,upper,bnu-primary-p2-upper-division-introduction,分一分与除法,fill-in,Core,1,bnu-primary-p2-upper-division-introduction,bnu-primary-p2-upper-assessment-division-introduction-unit|bnu-primary-p2-upper-assessment-final-integrated,
P2,upper,bnu-primary-p2-upper-division-introduction,分一分与除法,short-answer,Foundation,1,bnu-primary-p2-upper-division-introduction,bnu-primary-p2-upper-assessment-division-introduction-unit|bnu-primary-p2-upper-assessment-final-integrated,
P2,upper,bnu-primary-p2-upper-division-introduction,分一分与除法,multiple-choice,Core,1,bnu-primary-p2-upper-division-introduction,bnu-primary-p2-upper-assessment-division-introduction-unit|bnu-primary-p2-upper-assessment-final-integrated,
P2,upper,bnu-primary-p2-upper-measurement,测量,multiple-choice,Challenge,5,bnu-primary-p2-upper-measurement,bnu-primary-p2-upper-assessment-measurement-unit|bnu-primary-p2-upper-assessment-monthly-1-to-2-integrated,
P2,upper,bnu-primary-p2-upper-measurement,测量,fill-in,Foundation,5,bnu-primary-p2-upper-measurement,bnu-primary-p2-upper-assessment-measurement-unit|bnu-primary-p2-upper-assessment-monthly-1-to-2-integrated,
P2,upper,bnu-primary-p2-upper-measurement,测量,short-answer,Core,5,bnu-primary-p2-upper-measurement,bnu-primary-p2-upper-assessment-measurement-unit|bnu-primary-p2-upper-assessment-monthly-1-to-2-integrated,
P2,upper,bnu-primary-p2-upper-multiplication-facts-2-to-5,2-5的乘法口诀,multiple-choice,Challenge,5,bnu-primary-p2-upper-multiplication-facts-2-to-5,bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit|bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit,
P2,upper,bnu-primary-p2-upper-multiplication-facts-2-to-5,2-5的乘法口诀,fill-in,Foundation,5,bnu-primary-p2-upper-multiplication-facts-2-to-5,bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit|bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit,
P2,upper,bnu-primary-p2-upper-multiplication-facts-2-to-5,2-5的乘法口诀,short-answer,Core,5,bnu-primary-p2-upper-multiplication-facts-2-to-5,bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit|bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit,
P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,multiple-choice,Foundation,3,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit|bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,
P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,fill-in,Core,3,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit|bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,
P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,short-answer,Foundation,3,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit|bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,
P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,multiple-choice,Core,2,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit|bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,
P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,fill-in,Foundation,2,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit|bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,
P2,upper,bnu-primary-p2-upper-multiplication-facts-6-to-9,6-9的乘法口诀,short-answer,Core,2,bnu-primary-p2-upper-multiplication-facts-6-to-9,bnu-primary-p2-upper-assessment-multiplication-facts-6-to-9-unit|bnu-primary-p2-upper-assessment-multiplication-facts-2-to-5-unit,
P2,upper,bnu-primary-p2-upper-multiplication-introduction,数一数与乘法,multiple-choice,Challenge,5,bnu-primary-p2-upper-multiplication-introduction,bnu-primary-p2-upper-assessment-multiplication-introduction-unit|bnu-primary-p2-upper-assessment-midterm-integrated,
P2,upper,bnu-primary-p2-upper-multiplication-introduction,数一数与乘法,fill-in,Foundation,5,bnu-primary-p2-upper-multiplication-introduction,bnu-primary-p2-upper-assessment-multiplication-introduction-unit|bnu-primary-p2-upper-assessment-midterm-integrated,
P2,upper,bnu-primary-p2-upper-multiplication-introduction,数一数与乘法,short-answer,Core,5,bnu-primary-p2-upper-multiplication-introduction,bnu-primary-p2-upper-assessment-multiplication-introduction-unit|bnu-primary-p2-upper-assessment-midterm-integrated,
P2,upper,bnu-primary-p2-upper-shape-transformations,图形的变化,multiple-choice,Challenge,5,bnu-primary-p2-upper-shape-transformations,bnu-primary-p2-upper-assessment-shape-motion-unit|bnu-primary-p2-upper-assessment-within-100-add-sub-unit,
P2,upper,bnu-primary-p2-upper-shape-transformations,图形的变化,fill-in,Foundation,5,bnu-primary-p2-upper-shape-transformations,bnu-primary-p2-upper-assessment-shape-motion-unit|bnu-primary-p2-upper-assessment-within-100-add-sub-unit,
P2,upper,bnu-primary-p2-upper-shape-transformations,图形的变化,short-answer,Core,5,bnu-primary-p2-upper-shape-transformations,bnu-primary-p2-upper-assessment-shape-motion-unit|bnu-primary-p2-upper-assessment-within-100-add-sub-unit,
P2,upper,bnu-primary-p2-upper-shopping-money,购物,multiple-choice,Exam,2,bnu-primary-p2-upper-shopping-money,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-measurement-unit,
P2,upper,bnu-primary-p2-upper-shopping-money,购物,fill-in,Foundation,2,bnu-primary-p2-upper-shopping-money,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-measurement-unit,
P2,upper,bnu-primary-p2-upper-shopping-money,购物,short-answer,Core,2,bnu-primary-p2-upper-shopping-money,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-measurement-unit,
P2,upper,bnu-primary-p2-upper-shopping-money,购物,multiple-choice,Challenge,1,bnu-primary-p2-upper-shopping-money,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-measurement-unit,
P2,upper,bnu-primary-p2-upper-shopping-money,购物,fill-in,Exam,1,bnu-primary-p2-upper-shopping-money,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-measurement-unit,
P2,upper,bnu-primary-p2-upper-shopping-money,购物,short-answer,Foundation,1,bnu-primary-p2-upper-shopping-money,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-measurement-unit,
P2,upper,bnu-primary-p2-upper-shopping-money,购物,multiple-choice,Core,1,bnu-primary-p2-upper-shopping-money,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-measurement-unit,
P2,upper,bnu-primary-p2-upper-shopping-money,购物,fill-in,Challenge,1,bnu-primary-p2-upper-shopping-money,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-measurement-unit,
P2,upper,bnu-primary-p2-upper-shopping-money,购物,short-answer,Exam,1,bnu-primary-p2-upper-shopping-money,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-measurement-unit,
P2,upper,bnu-primary-p2-upper-shopping-money,购物,multiple-choice,Foundation,1,bnu-primary-p2-upper-shopping-money,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-measurement-unit,
P2,upper,bnu-primary-p2-upper-shopping-money,购物,fill-in,Core,1,bnu-primary-p2-upper-shopping-money,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-measurement-unit,
P2,upper,bnu-primary-p2-upper-shopping-money,购物,short-answer,Challenge,1,bnu-primary-p2-upper-shopping-money,bnu-primary-p2-upper-assessment-within-100-add-sub-unit|bnu-primary-p2-upper-assessment-measurement-unit,
P3,lower,bnu-primary-p3-lower-area,面积,multiple-choice,Core,7,bnu-primary-p3-lower-area,bnu-primary-p3-lower-assessment-area-unit|bnu-primary-p3-lower-assessment-division-unit,
P3,lower,bnu-primary-p3-lower-area,面积,fill-in,Foundation,7,bnu-primary-p3-lower-area,bnu-primary-p3-lower-assessment-area-unit|bnu-primary-p3-lower-assessment-division-unit,
P3,lower,bnu-primary-p3-lower-data-representation,数据的整理和表示,multiple-choice,Core,7,bnu-primary-p3-lower-data-representation,bnu-primary-p3-lower-assessment-data-representation-unit|bnu-primary-p3-lower-assessment-final-integrated,
P3,lower,bnu-primary-p3-lower-data-representation,数据的整理和表示,fill-in,Foundation,2,bnu-primary-p3-lower-data-representation,bnu-primary-p3-lower-assessment-data-representation-unit|bnu-primary-p3-lower-assessment-final-integrated,
P3,lower,bnu-primary-p3-lower-data-representation,数据的整理和表示,fill-in,Core,5,bnu-primary-p3-lower-data-representation,bnu-primary-p3-lower-assessment-data-representation-unit|bnu-primary-p3-lower-assessment-final-integrated,
P3,lower,bnu-primary-p3-lower-division,除法,multiple-choice,Foundation,3,bnu-primary-p3-lower-division,bnu-primary-p3-lower-assessment-division-unit|bnu-primary-p2-lower-assessment-division-strengthening,
P3,lower,bnu-primary-p3-lower-division,除法,fill-in,Core,3,bnu-primary-p3-lower-division,bnu-primary-p3-lower-assessment-division-unit|bnu-primary-p2-lower-assessment-division-strengthening,
P3,lower,bnu-primary-p3-lower-division,除法,short-answer,Foundation,3,bnu-primary-p3-lower-division,bnu-primary-p3-lower-assessment-division-unit|bnu-primary-p2-lower-assessment-division-strengthening,
P3,lower,bnu-primary-p3-lower-division,除法,multiple-choice,Core,2,bnu-primary-p3-lower-division,bnu-primary-p3-lower-assessment-division-unit|bnu-primary-p2-lower-assessment-division-strengthening,
P3,lower,bnu-primary-p3-lower-division,除法,fill-in,Foundation,2,bnu-primary-p3-lower-division,bnu-primary-p3-lower-assessment-division-unit|bnu-primary-p2-lower-assessment-division-strengthening,
P3,lower,bnu-primary-p3-lower-division,除法,short-answer,Core,2,bnu-primary-p3-lower-division,bnu-primary-p3-lower-assessment-division-unit|bnu-primary-p2-lower-assessment-division-strengthening,
P3,lower,bnu-primary-p3-lower-fraction-introduction,认识分数,multiple-choice,Core,7,bnu-primary-p3-lower-fraction-introduction,bnu-primary-p3-lower-assessment-fraction-introduction-unit|bnu-primary-p3-lower-assessment-division-unit,
P3,lower,bnu-primary-p3-lower-fraction-introduction,认识分数,fill-in,Foundation,7,bnu-primary-p3-lower-fraction-introduction,bnu-primary-p3-lower-assessment-fraction-introduction-unit|bnu-primary-p3-lower-assessment-division-unit,
P3,lower,bnu-primary-p3-lower-mass-units,千克、克、吨,multiple-choice,Core,7,bnu-primary-p3-lower-mass-units,bnu-primary-p3-lower-assessment-mass-units-unit|bnu-primary-p3-lower-assessment-division-unit,
P3,lower,bnu-primary-p3-lower-mass-units,千克、克、吨,fill-in,Foundation,7,bnu-primary-p3-lower-mass-units,bnu-primary-p3-lower-assessment-mass-units-unit|bnu-primary-p3-lower-assessment-division-unit,
P3,lower,bnu-primary-p3-lower-math-play-review,数学好玩及整理复习,multiple-choice,Core,12,bnu-primary-p3-lower-math-play-review,bnu-primary-p3-lower-assessment-division-unit|bnu-primary-p3-lower-assessment-shape-motion-unit,
P3,lower,bnu-primary-p3-lower-math-play-review,数学好玩及整理复习,fill-in,Core,2,bnu-primary-p3-lower-math-play-review,bnu-primary-p3-lower-assessment-division-unit|bnu-primary-p3-lower-assessment-shape-motion-unit,
P3,lower,bnu-primary-p3-lower-shape-motion,图形的运动,multiple-choice,Core,3,bnu-primary-p3-lower-shape-motion,bnu-primary-p3-lower-assessment-shape-motion-unit|bnu-primary-p3-lower-assessment-midterm-integrated,
P3,lower,bnu-primary-p3-lower-shape-motion,图形的运动,fill-in,Foundation,3,bnu-primary-p3-lower-shape-motion,bnu-primary-p3-lower-assessment-shape-motion-unit|bnu-primary-p3-lower-assessment-midterm-integrated,
P3,lower,bnu-primary-p3-lower-shape-motion,图形的运动,short-answer,Core,3,bnu-primary-p3-lower-shape-motion,bnu-primary-p3-lower-assessment-shape-motion-unit|bnu-primary-p3-lower-assessment-midterm-integrated,
P3,lower,bnu-primary-p3-lower-shape-motion,图形的运动,multiple-choice,Foundation,2,bnu-primary-p3-lower-shape-motion,bnu-primary-p3-lower-assessment-shape-motion-unit|bnu-primary-p3-lower-assessment-midterm-integrated,
P3,lower,bnu-primary-p3-lower-shape-motion,图形的运动,fill-in,Core,2,bnu-primary-p3-lower-shape-motion,bnu-primary-p3-lower-assessment-shape-motion-unit|bnu-primary-p3-lower-assessment-midterm-integrated,
P3,lower,bnu-primary-p3-lower-shape-motion,图形的运动,short-answer,Foundation,2,bnu-primary-p3-lower-shape-motion,bnu-primary-p3-lower-assessment-shape-motion-unit|bnu-primary-p3-lower-assessment-midterm-integrated,
P3,lower,bnu-primary-p3-lower-two-digit-multiplication,乘法,multiple-choice,Foundation,3,bnu-primary-p3-lower-two-digit-multiplication,bnu-primary-p3-lower-assessment-two-digit-multiplication-unit|bnu-primary-p3-lower-assessment-division-unit,
P3,lower,bnu-primary-p3-lower-two-digit-multiplication,乘法,fill-in,Core,3,bnu-primary-p3-lower-two-digit-multiplication,bnu-primary-p3-lower-assessment-two-digit-multiplication-unit|bnu-primary-p3-lower-assessment-division-unit,
P3,lower,bnu-primary-p3-lower-two-digit-multiplication,乘法,short-answer,Foundation,3,bnu-primary-p3-lower-two-digit-multiplication,bnu-primary-p3-lower-assessment-two-digit-multiplication-unit|bnu-primary-p3-lower-assessment-division-unit,
P3,lower,bnu-primary-p3-lower-two-digit-multiplication,乘法,multiple-choice,Core,2,bnu-primary-p3-lower-two-digit-multiplication,bnu-primary-p3-lower-assessment-two-digit-multiplication-unit|bnu-primary-p3-lower-assessment-division-unit,
P3,lower,bnu-primary-p3-lower-two-digit-multiplication,乘法,fill-in,Foundation,2,bnu-primary-p3-lower-two-digit-multiplication,bnu-primary-p3-lower-assessment-two-digit-multiplication-unit|bnu-primary-p3-lower-assessment-division-unit,
P3,lower,bnu-primary-p3-lower-two-digit-multiplication,乘法,short-answer,Core,2,bnu-primary-p3-lower-two-digit-multiplication,bnu-primary-p3-lower-assessment-two-digit-multiplication-unit|bnu-primary-p3-lower-assessment-division-unit,
P3,upper,bnu-primary-p3-upper-calendar-time,年、月、日,multiple-choice,Core,5,bnu-primary-p3-upper-calendar-time,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-calendar-time,年、月、日,fill-in,Foundation,5,bnu-primary-p3-upper-calendar-time,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-calendar-time,年、月、日,short-answer,Challenge,5,bnu-primary-p3-upper-calendar-time,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-decimal-introduction,认识小数,multiple-choice,Core,5,bnu-primary-p3-upper-decimal-introduction,bnu-primary-p3-upper-assessment-decimal-introduction-unit|bnu-primary-p3-upper-assessment-mixed-operations-unit,
P3,upper,bnu-primary-p3-upper-decimal-introduction,认识小数,fill-in,Foundation,5,bnu-primary-p3-upper-decimal-introduction,bnu-primary-p3-upper-assessment-decimal-introduction-unit|bnu-primary-p3-upper-assessment-mixed-operations-unit,
P3,upper,bnu-primary-p3-upper-decimal-introduction,认识小数,short-answer,Challenge,5,bnu-primary-p3-upper-decimal-introduction,bnu-primary-p3-upper-assessment-decimal-introduction-unit|bnu-primary-p3-upper-assessment-mixed-operations-unit,
P3,upper,bnu-primary-p3-upper-math-play-review,数学好玩及整理复习,multiple-choice,Core,4,bnu-primary-p3-upper-math-play-review,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-math-play-review,数学好玩及整理复习,fill-in,Foundation,4,bnu-primary-p3-upper-math-play-review,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-math-play-review,数学好玩及整理复习,short-answer,Challenge,2,bnu-primary-p3-upper-math-play-review,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-math-play-review,数学好玩及整理复习,short-answer,Core,2,bnu-primary-p3-upper-math-play-review,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-math-play-review,数学好玩及整理复习,multiple-choice,Foundation,1,bnu-primary-p3-upper-math-play-review,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-math-play-review,数学好玩及整理复习,fill-in,Core,1,bnu-primary-p3-upper-math-play-review,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-math-play-review,数学好玩及整理复习,short-answer,Foundation,1,bnu-primary-p3-upper-math-play-review,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-mixed-operations,混合运算,multiple-choice,Core,2,bnu-primary-p3-upper-mixed-operations,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-mixed-operations,混合运算,fill-in,Foundation,2,bnu-primary-p3-upper-mixed-operations,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-mixed-operations,混合运算,short-answer,Challenge,2,bnu-primary-p3-upper-mixed-operations,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-mixed-operations,混合运算,multiple-choice,Exam,1,bnu-primary-p3-upper-mixed-operations,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-mixed-operations,混合运算,fill-in,Core,1,bnu-primary-p3-upper-mixed-operations,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-mixed-operations,混合运算,short-answer,Foundation,1,bnu-primary-p3-upper-mixed-operations,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-mixed-operations,混合运算,multiple-choice,Challenge,1,bnu-primary-p3-upper-mixed-operations,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-mixed-operations,混合运算,fill-in,Exam,1,bnu-primary-p3-upper-mixed-operations,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-mixed-operations,混合运算,short-answer,Core,1,bnu-primary-p3-upper-mixed-operations,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-mixed-operations,混合运算,multiple-choice,Foundation,1,bnu-primary-p3-upper-mixed-operations,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-mixed-operations,混合运算,fill-in,Challenge,1,bnu-primary-p3-upper-mixed-operations,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-mixed-operations,混合运算,short-answer,Exam,1,bnu-primary-p3-upper-mixed-operations,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-multi-digit-multiplication,乘法,multiple-choice,Core,5,bnu-primary-p3-upper-multi-digit-multiplication,bnu-primary-p3-lower-assessment-two-digit-multiplication-unit|bnu-primary-p3-upper-assessment-mixed-operations-unit,
P3,upper,bnu-primary-p3-upper-multi-digit-multiplication,乘法,fill-in,Foundation,5,bnu-primary-p3-upper-multi-digit-multiplication,bnu-primary-p3-lower-assessment-two-digit-multiplication-unit|bnu-primary-p3-upper-assessment-mixed-operations-unit,
P3,upper,bnu-primary-p3-upper-multi-digit-multiplication,乘法,short-answer,Challenge,5,bnu-primary-p3-upper-multi-digit-multiplication,bnu-primary-p3-lower-assessment-two-digit-multiplication-unit|bnu-primary-p3-upper-assessment-mixed-operations-unit,
P3,upper,bnu-primary-p3-upper-multiplication-division-fluency,乘与除,multiple-choice,Foundation,1,bnu-primary-p3-upper-multiplication-division-fluency,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-multiplication-division-fluency,乘与除,fill-in,Challenge,1,bnu-primary-p3-upper-multiplication-division-fluency,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-multiplication-division-fluency,乘与除,short-answer,Exam,1,bnu-primary-p3-upper-multiplication-division-fluency,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-multiplication-division-fluency,乘与除,multiple-choice,Core,4,bnu-primary-p3-upper-multiplication-division-fluency,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
P3,upper,bnu-primary-p3-upper-multiplication-division-fluency,乘与除,fill-in,Foundation,4,bnu-primary-p3-upper-multiplication-division-fluency,bnu-primary-p3-upper-assessment-mixed-operations-unit|bnu-primary-p3-upper-assessment-measurement-two-unit,
