grade,volume,chapter,topicTitleZhHans,primaryConceptId,type,difficulty,count,evidenceCardIds,examPatternCardIds
S6,跨册综合复习,跨册综合：函数与导数,函数、导数与不等式综合,function-definition,multiple-choice,Foundation,3,hjb-high-compulsory-1-function-concepts-applications|hjb-high-selective-2-derivatives,hjb-high-compulsory-1-function-concepts-applications-topic-review|hjb-high-compulsory-1-function-concepts-applications-unit-core|pep-high-exam-functions-parameters
S6,跨册综合复习,跨册综合：函数与导数,函数、导数与不等式综合,function-definition,fill-in,Core,3,hjb-high-compulsory-1-function-concepts-applications|hjb-high-selective-2-derivatives,hjb-high-compulsory-1-function-concepts-applications-topic-review|hjb-high-compulsory-1-function-concepts-applications-unit-core|pep-high-exam-functions-parameters
S6,跨册综合复习,跨册综合：函数与导数,函数、导数与不等式综合,function-definition,multiple-choice,Challenge,3,hjb-high-compulsory-1-function-concepts-applications|hjb-high-selective-2-derivatives,hjb-high-compulsory-1-function-concepts-applications-topic-review|hjb-high-compulsory-1-function-concepts-applications-unit-core|pep-high-exam-functions-parameters
S6,跨册综合复习,跨册综合：数列与计数,数列与计数综合,sequences,multiple-choice,Core,20,hjb-high-selective-1-sequences|hjb-high-selective-2-counting-principles,hjb-high-selective-1-sequences-unit-core|hjb-high-selective-2-counting-unit-challenge|pep-high-exam-sequences-recursion
S6,跨册综合复习,跨册综合：概率统计,概率统计综合,probability-foundations,fill-in,Core,8,hjb-high-compulsory-3-probability-foundations|hjb-high-compulsory-3-statistics|hjb-high-selective-2-probability-continuation|hjb-high-selective-2-bivariate-data,hjb-high-compulsory-3-probability-foundations-unit-core|hjb-high-compulsory-3-statistics-unit-core|pep-high-exam-probability-statistics
S6,跨册综合复习,跨册综合：概率统计,概率统计综合,probability-foundations,multiple-choice,Core,12,hjb-high-compulsory-3-probability-foundations|hjb-high-compulsory-3-statistics|hjb-high-selective-2-probability-continuation|hjb-high-selective-2-bivariate-data,hjb-high-compulsory-3-probability-foundations-unit-core|hjb-high-compulsory-3-statistics-unit-core|pep-high-exam-probability-statistics
S6,跨册综合复习,跨册综合：立体几何与空间向量,立体几何与空间向量综合,solid-geometry,fill-in,Core,10,hjb-high-compulsory-3-spatial-lines-planes|hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis|hjb-high-compulsory-3-spatial-lines-planes-unit-core|pep-high-exam-space-vectors-geometry
S6,跨册综合复习,跨册综合：立体几何与空间向量,立体几何与空间向量综合,solid-geometry,multiple-choice,Core,10,hjb-high-compulsory-3-spatial-lines-planes|hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis|hjb-high-compulsory-3-spatial-lines-planes-unit-core|pep-high-exam-space-vectors-geometry
S6,选择性必修 第一册复习,圆锥曲线,圆锥曲线综合复习,circle-equations,short-answer,Core,9,hjb-high-selective-1-conics,hjb-high-selective-1-lines-conics-synthesis|hjb-high-selective-2-conics-topic-review-bridge|pep-high-exam-conics-analytic-geometry
S6,选择性必修 第一册复习,圆锥曲线,圆锥曲线综合复习,circle-equations,multiple-choice,Challenge,8,hjb-high-selective-1-conics,hjb-high-selective-1-lines-conics-synthesis|hjb-high-selective-2-conics-topic-review-bridge|pep-high-exam-conics-analytic-geometry
S6,选择性必修 第一册复习,圆锥曲线,圆锥曲线综合复习,circle-equations,fill-in,Foundation,8,hjb-high-selective-1-conics,hjb-high-selective-1-lines-conics-synthesis|hjb-high-selective-2-conics-topic-review-bridge|pep-high-exam-conics-analytic-geometry
S6,选择性必修 第一册复习,平面直角坐标系中的直线,解析几何直线综合复习,analytic-geometry,fill-in,Foundation,9,hjb-high-selective-1-lines,hjb-high-selective-1-lines-unit-core|hjb-high-selective-1-lines-unit-challenge|pep-high-exam-analytic-lines-circles
S6,选择性必修 第一册复习,平面直角坐标系中的直线,解析几何直线综合复习,analytic-geometry,short-answer,Core,8,hjb-high-selective-1-lines,hjb-high-selective-1-lines-unit-core|hjb-high-selective-1-lines-unit-challenge|pep-high-exam-analytic-lines-circles
S6,选择性必修 第一册复习,平面直角坐标系中的直线,解析几何直线综合复习,analytic-geometry,multiple-choice,Challenge,8,hjb-high-selective-1-lines,hjb-high-selective-1-lines-unit-core|hjb-high-selective-1-lines-unit-challenge|pep-high-exam-analytic-lines-circles
S6,选择性必修 第一册复习,数列,数列综合复习,sequences,multiple-choice,Challenge,9,hjb-high-selective-1-sequences,hjb-high-selective-1-sequences-unit-core|hjb-high-selective-1-sequences-unit-challenge|pep-high-exam-sequences-recursion
S6,选择性必修 第一册复习,数列,数列综合复习,sequences,fill-in,Foundation,8,hjb-high-selective-1-sequences,hjb-high-selective-1-sequences-unit-core|hjb-high-selective-1-sequences-unit-challenge|pep-high-exam-sequences-recursion
S6,选择性必修 第一册复习,数列,数列综合复习,sequences,short-answer,Core,8,hjb-high-selective-1-sequences,hjb-high-selective-1-sequences-unit-core|hjb-high-selective-1-sequences-unit-challenge|pep-high-exam-sequences-recursion
S6,选择性必修 第一册复习,空间向量及其应用,空间向量综合复习,space-vectors,multiple-choice,Challenge,5,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis|hjb-high-selective-1-space-vectors-unit-core|pep-high-exam-space-vectors-geometry
S6,选择性必修 第一册复习,空间向量及其应用,空间向量综合复习,space-vectors,fill-in,Foundation,4,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis|hjb-high-selective-1-space-vectors-unit-core|pep-high-exam-space-vectors-geometry
S6,选择性必修 第一册复习,空间向量及其应用,空间向量综合复习,space-vectors,multiple-choice,Core,4,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis|hjb-high-selective-1-space-vectors-unit-core|pep-high-exam-space-vectors-geometry
S6,选择性必修 第一册复习,空间向量及其应用,空间向量综合复习,space-vectors,fill-in,Challenge,4,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis|hjb-high-selective-1-space-vectors-unit-core|pep-high-exam-space-vectors-geometry
S6,选择性必修 第一册复习,空间向量及其应用,空间向量综合复习,space-vectors,multiple-choice,Foundation,4,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis|hjb-high-selective-1-space-vectors-unit-core|pep-high-exam-space-vectors-geometry
S6,选择性必修 第一册复习,空间向量及其应用,空间向量综合复习,space-vectors,fill-in,Core,4,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis|hjb-high-selective-1-space-vectors-unit-core|pep-high-exam-space-vectors-geometry
S6,选择性必修 第二册,导数及其运用,导数及其运用,derivatives,multiple-choice,Core,7,hjb-high-selective-2-derivatives,hjb-high-selective-2-derivatives-unit-challenge|hjb-high-selective-2-derivatives-midterm-bridge|pep-high-exam-derivatives-optimization
S6,选择性必修 第二册,导数及其运用,导数及其运用,derivatives,fill-in,Challenge,7,hjb-high-selective-2-derivatives,hjb-high-selective-2-derivatives-unit-challenge|hjb-high-selective-2-derivatives-midterm-bridge|pep-high-exam-derivatives-optimization
S6,选择性必修 第二册,导数及其运用,导数及其运用,derivatives,short-answer,Foundation,7,hjb-high-selective-2-derivatives,hjb-high-selective-2-derivatives-unit-challenge|hjb-high-selective-2-derivatives-midterm-bridge|pep-high-exam-derivatives-optimization
S6,选择性必修 第二册,导数及其运用,导数及其运用,derivatives,multiple-choice,Exam,6,hjb-high-selective-2-derivatives,hjb-high-selective-2-derivatives-unit-challenge|hjb-high-selective-2-derivatives-midterm-bridge|pep-high-exam-derivatives-optimization
S6,选择性必修 第二册,导数及其运用,导数及其运用,derivatives,fill-in,Core,6,hjb-high-selective-2-derivatives,hjb-high-selective-2-derivatives-unit-challenge|hjb-high-selective-2-derivatives-midterm-bridge|pep-high-exam-derivatives-optimization
S6,选择性必修 第二册,导数及其运用,导数及其运用,derivatives,short-answer,Challenge,6,hjb-high-selective-2-derivatives,hjb-high-selective-2-derivatives-unit-challenge|hjb-high-selective-2-derivatives-midterm-bridge|pep-high-exam-derivatives-optimization
S6,选择性必修 第二册,导数及其运用,导数及其运用,derivatives,multiple-choice,Foundation,6,hjb-high-selective-2-derivatives,hjb-high-selective-2-derivatives-unit-challenge|hjb-high-selective-2-derivatives-midterm-bridge|pep-high-exam-derivatives-optimization
S6,选择性必修 第二册,导数及其运用,导数及其运用,derivatives,fill-in,Exam,6,hjb-high-selective-2-derivatives,hjb-high-selective-2-derivatives-unit-challenge|hjb-high-selective-2-derivatives-midterm-bridge|pep-high-exam-derivatives-optimization
S6,选择性必修 第二册,导数及其运用,导数及其运用,derivatives,short-answer,Core,6,hjb-high-selective-2-derivatives,hjb-high-selective-2-derivatives-unit-challenge|hjb-high-selective-2-derivatives-midterm-bridge|pep-high-exam-derivatives-optimization
S6,选择性必修 第二册,导数及其运用,导数及其运用,derivatives,multiple-choice,Challenge,6,hjb-high-selective-2-derivatives,hjb-high-selective-2-derivatives-unit-challenge|hjb-high-selective-2-derivatives-midterm-bridge|pep-high-exam-derivatives-optimization
S6,选择性必修 第二册,导数及其运用,导数及其运用,derivatives,fill-in,Foundation,6,hjb-high-selective-2-derivatives,hjb-high-selective-2-derivatives-unit-challenge|hjb-high-selective-2-derivatives-midterm-bridge|pep-high-exam-derivatives-optimization
S6,选择性必修 第二册,导数及其运用,导数及其运用,derivatives,short-answer,Exam,6,hjb-high-selective-2-derivatives,hjb-high-selective-2-derivatives-unit-challenge|hjb-high-selective-2-derivatives-midterm-bridge|pep-high-exam-derivatives-optimization
S6,选择性必修 第二册,成对数据的统计分析,成对数据的统计分析,bivariate-data,multiple-choice,Challenge,25,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core|hjb-high-selective-2-bivariate-data-unit-challenge|pep-high-exam-bivariate-data
S6,选择性必修 第二册,成对数据的统计分析,成对数据的统计分析,bivariate-data,fill-in,Foundation,25,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core|hjb-high-selective-2-bivariate-data-unit-challenge|pep-high-exam-bivariate-data
S6,选择性必修 第二册,成对数据的统计分析,成对数据的统计分析,bivariate-data,short-answer,Core,25,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core|hjb-high-selective-2-bivariate-data-unit-challenge|pep-high-exam-bivariate-data
S6,选择性必修 第二册,概率初步续,概率初步续,conditional-probability,multiple-choice,Foundation,5,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge|hjb-high-selective-2-probability-continuation-unit-core|pep-high-exam-conditional-probability-models
S6,选择性必修 第二册,概率初步续,概率初步续,conditional-probability,fill-in,Exam,5,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge|hjb-high-selective-2-probability-continuation-unit-core|pep-high-exam-conditional-probability-models
S6,选择性必修 第二册,概率初步续,概率初步续,conditional-probability,short-answer,Core,13,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge|hjb-high-selective-2-probability-continuation-unit-core|pep-high-exam-conditional-probability-models
S6,选择性必修 第二册,概率初步续,概率初步续,conditional-probability,multiple-choice,Challenge,12,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge|hjb-high-selective-2-probability-continuation-unit-core|pep-high-exam-conditional-probability-models
S6,选择性必修 第二册,概率初步续,概率初步续,conditional-probability,fill-in,Foundation,12,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge|hjb-high-selective-2-probability-continuation-unit-core|pep-high-exam-conditional-probability-models
S6,选择性必修 第二册,概率初步续,概率初步续,conditional-probability,short-answer,Exam,4,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge|hjb-high-selective-2-probability-continuation-unit-core|pep-high-exam-conditional-probability-models
S6,选择性必修 第二册,概率初步续,概率初步续,conditional-probability,multiple-choice,Core,4,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge|hjb-high-selective-2-probability-continuation-unit-core|pep-high-exam-conditional-probability-models
S6,选择性必修 第二册,概率初步续,概率初步续,conditional-probability,fill-in,Challenge,4,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge|hjb-high-selective-2-probability-continuation-unit-core|pep-high-exam-conditional-probability-models
S6,选择性必修 第二册,概率初步续,概率初步续,conditional-probability,short-answer,Foundation,4,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge|hjb-high-selective-2-probability-continuation-unit-core|pep-high-exam-conditional-probability-models
S6,选择性必修 第二册,概率初步续,概率初步续,conditional-probability,multiple-choice,Exam,4,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge|hjb-high-selective-2-probability-continuation-unit-core|pep-high-exam-conditional-probability-models
S6,选择性必修 第二册,概率初步续,概率初步续,conditional-probability,fill-in,Core,4,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge|hjb-high-selective-2-probability-continuation-unit-core|pep-high-exam-conditional-probability-models
S6,选择性必修 第二册,概率初步续,概率初步续,conditional-probability,short-answer,Challenge,4,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge|hjb-high-selective-2-probability-continuation-unit-core|pep-high-exam-conditional-probability-models
S6,选择性必修 第二册,计数原理,计数原理,counting-principles,multiple-choice,Exam,7,hjb-high-selective-2-counting-principles,hjb-high-selective-2-counting-unit-challenge|hjb-high-selective-2-counting-unit-core|pep-high-exam-counting-method-taxonomy
S6,选择性必修 第二册,计数原理,计数原理,counting-principles,fill-in,Core,7,hjb-high-selective-2-counting-principles,hjb-high-selective-2-counting-unit-challenge|hjb-high-selective-2-counting-unit-core|pep-high-exam-counting-method-taxonomy
S6,选择性必修 第二册,计数原理,计数原理,counting-principles,short-answer,Challenge,7,hjb-high-selective-2-counting-principles,hjb-high-selective-2-counting-unit-challenge|hjb-high-selective-2-counting-unit-core|pep-high-exam-counting-method-taxonomy
S6,选择性必修 第二册,计数原理,计数原理,counting-principles,multiple-choice,Foundation,6,hjb-high-selective-2-counting-principles,hjb-high-selective-2-counting-unit-challenge|hjb-high-selective-2-counting-unit-core|pep-high-exam-counting-method-taxonomy
S6,选择性必修 第二册,计数原理,计数原理,counting-principles,fill-in,Exam,6,hjb-high-selective-2-counting-principles,hjb-high-selective-2-counting-unit-challenge|hjb-high-selective-2-counting-unit-core|pep-high-exam-counting-method-taxonomy
S6,选择性必修 第二册,计数原理,计数原理,counting-principles,short-answer,Core,6,hjb-high-selective-2-counting-principles,hjb-high-selective-2-counting-unit-challenge|hjb-high-selective-2-counting-unit-core|pep-high-exam-counting-method-taxonomy
S6,选择性必修 第二册,计数原理,计数原理,counting-principles,multiple-choice,Challenge,6,hjb-high-selective-2-counting-principles,hjb-high-selective-2-counting-unit-challenge|hjb-high-selective-2-counting-unit-core|pep-high-exam-counting-method-taxonomy
S6,选择性必修 第二册,计数原理,计数原理,counting-principles,fill-in,Foundation,6,hjb-high-selective-2-counting-principles,hjb-high-selective-2-counting-unit-challenge|hjb-high-selective-2-counting-unit-core|pep-high-exam-counting-method-taxonomy
S6,选择性必修 第二册,计数原理,计数原理,counting-principles,short-answer,Exam,6,hjb-high-selective-2-counting-principles,hjb-high-selective-2-counting-unit-challenge|hjb-high-selective-2-counting-unit-core|pep-high-exam-counting-method-taxonomy
S6,选择性必修 第二册,计数原理,计数原理,counting-principles,multiple-choice,Core,6,hjb-high-selective-2-counting-principles,hjb-high-selective-2-counting-unit-challenge|hjb-high-selective-2-counting-unit-core|pep-high-exam-counting-method-taxonomy
S6,选择性必修 第二册,计数原理,计数原理,counting-principles,fill-in,Challenge,6,hjb-high-selective-2-counting-principles,hjb-high-selective-2-counting-unit-challenge|hjb-high-selective-2-counting-unit-core|pep-high-exam-counting-method-taxonomy
S6,选择性必修 第二册,计数原理,计数原理,counting-principles,short-answer,Foundation,6,hjb-high-selective-2-counting-principles,hjb-high-selective-2-counting-unit-challenge|hjb-high-selective-2-counting-unit-core|pep-high-exam-counting-method-taxonomy
