grade,semester,topicId,unitTitle,type,difficulty,count,evidenceCardIds,assessmentPatternCardIds,paperPatternCardIds
P1,lower,hjb-primary-p1-lower-body-rulers-math-square,身体上的尺子与数学广场,multiple-choice,Foundation,10,hjb-primary-p1-lower-body-rulers-math-square,hjb-primary-p1-lower-assessment-within-20-regrouping|hjb-primary-p1-lower-assessment-within-100-number-sense,
P1,lower,hjb-primary-p1-lower-body-rulers-math-square,身体上的尺子与数学广场,fill-in,Foundation,9,hjb-primary-p1-lower-body-rulers-math-square,hjb-primary-p1-lower-assessment-within-20-regrouping|hjb-primary-p1-lower-assessment-within-100-number-sense,
P1,lower,hjb-primary-p1-lower-length-measurement,长度的比较与测量,fill-in,Foundation,10,hjb-primary-p1-lower-length-measurement,hjb-primary-p1-lower-assessment-length-measurement|hjb-primary-p1-lower-assessment-within-20-regrouping,
P1,lower,hjb-primary-p1-lower-length-measurement,长度的比较与测量,multiple-choice,Core,3,hjb-primary-p1-lower-length-measurement,hjb-primary-p1-lower-assessment-length-measurement|hjb-primary-p1-lower-assessment-within-20-regrouping,
P1,lower,hjb-primary-p1-lower-length-measurement,长度的比较与测量,multiple-choice,Foundation,6,hjb-primary-p1-lower-length-measurement,hjb-primary-p1-lower-assessment-length-measurement|hjb-primary-p1-lower-assessment-within-20-regrouping,
P1,lower,hjb-primary-p1-lower-review,一年级下册整理与复习,fill-in,Foundation,5,hjb-primary-p1-lower-review,hjb-primary-p1-lower-assessment-final-integrated|hjb-primary-p1-lower-assessment-within-20-regrouping,
P1,lower,hjb-primary-p1-lower-review,一年级下册整理与复习,multiple-choice,Foundation,14,hjb-primary-p1-lower-review,hjb-primary-p1-lower-assessment-final-integrated|hjb-primary-p1-lower-assessment-within-20-regrouping,
P1,lower,hjb-primary-p1-lower-time-introduction,时间的初步认识,multiple-choice,Core,8,hjb-primary-p1-lower-time-introduction,hjb-primary-p1-lower-assessment-time-introduction|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-time-introduction,时间的初步认识,fill-in,Foundation,7,hjb-primary-p1-lower-time-introduction,hjb-primary-p1-lower-assessment-time-introduction|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-time-introduction,时间的初步认识,short-answer,Core,1,hjb-primary-p1-lower-time-introduction,hjb-primary-p1-lower-assessment-time-introduction|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-time-introduction,时间的初步认识,multiple-choice,Foundation,1,hjb-primary-p1-lower-time-introduction,hjb-primary-p1-lower-assessment-time-introduction|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-time-introduction,时间的初步认识,fill-in,Core,1,hjb-primary-p1-lower-time-introduction,hjb-primary-p1-lower-assessment-time-introduction|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-time-introduction,时间的初步认识,short-answer,Foundation,1,hjb-primary-p1-lower-time-introduction,hjb-primary-p1-lower-assessment-time-introduction|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-within-100-add-sub,100以内数的加减法（一）,short-answer,Foundation,4,hjb-primary-p1-lower-within-100-add-sub,hjb-primary-p1-lower-assessment-within-100-add-sub|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-within-100-add-sub,100以内数的加减法（一）,multiple-choice,Core,3,hjb-primary-p1-lower-within-100-add-sub,hjb-primary-p1-lower-assessment-within-100-add-sub|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-within-100-add-sub,100以内数的加减法（一）,fill-in,Foundation,3,hjb-primary-p1-lower-within-100-add-sub,hjb-primary-p1-lower-assessment-within-100-add-sub|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-within-100-add-sub,100以内数的加减法（一）,short-answer,Core,3,hjb-primary-p1-lower-within-100-add-sub,hjb-primary-p1-lower-assessment-within-100-add-sub|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-within-100-add-sub,100以内数的加减法（一）,multiple-choice,Foundation,3,hjb-primary-p1-lower-within-100-add-sub,hjb-primary-p1-lower-assessment-within-100-add-sub|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-within-100-add-sub,100以内数的加减法（一）,fill-in,Core,3,hjb-primary-p1-lower-within-100-add-sub,hjb-primary-p1-lower-assessment-within-100-add-sub|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-within-100-number-sense,100以内的数,fill-in,Core,4,hjb-primary-p1-lower-within-100-number-sense,hjb-primary-p1-lower-assessment-within-100-number-sense|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-within-100-number-sense,100以内的数,short-answer,Foundation,3,hjb-primary-p1-lower-within-100-number-sense,hjb-primary-p1-lower-assessment-within-100-number-sense|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-within-100-number-sense,100以内的数,multiple-choice,Core,3,hjb-primary-p1-lower-within-100-number-sense,hjb-primary-p1-lower-assessment-within-100-number-sense|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-within-100-number-sense,100以内的数,fill-in,Foundation,3,hjb-primary-p1-lower-within-100-number-sense,hjb-primary-p1-lower-assessment-within-100-number-sense|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-within-100-number-sense,100以内的数,short-answer,Core,3,hjb-primary-p1-lower-within-100-number-sense,hjb-primary-p1-lower-assessment-within-100-number-sense|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-within-100-number-sense,100以内的数,multiple-choice,Foundation,3,hjb-primary-p1-lower-within-100-number-sense,hjb-primary-p1-lower-assessment-within-100-number-sense|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,multiple-choice,Foundation,4,hjb-primary-p1-lower-within-20-regrouping,hjb-primary-p1-lower-assessment-within-20-regrouping|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,fill-in,Core,3,hjb-primary-p1-lower-within-20-regrouping,hjb-primary-p1-lower-assessment-within-20-regrouping|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,short-answer,Foundation,3,hjb-primary-p1-lower-within-20-regrouping,hjb-primary-p1-lower-assessment-within-20-regrouping|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,multiple-choice,Core,3,hjb-primary-p1-lower-within-20-regrouping,hjb-primary-p1-lower-assessment-within-20-regrouping|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,fill-in,Foundation,3,hjb-primary-p1-lower-within-20-regrouping,hjb-primary-p1-lower-assessment-within-20-regrouping|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,lower,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,short-answer,Core,3,hjb-primary-p1-lower-within-20-regrouping,hjb-primary-p1-lower-assessment-within-20-regrouping|hjb-primary-p1-lower-assessment-midterm-1-to-4-integrated,
P1,upper,hjb-primary-p1-upper-review,一年级上册整理与复习,short-answer,Core,4,hjb-primary-p1-upper-review,hjb-primary-p1-upper-assessment-final-oral-calculation-integrated|hjb-primary-p1-upper-assessment-school-readiness,
P1,upper,hjb-primary-p1-upper-review,一年级上册整理与复习,multiple-choice,Foundation,3,hjb-primary-p1-upper-review,hjb-primary-p1-upper-assessment-final-oral-calculation-integrated|hjb-primary-p1-upper-assessment-school-readiness,
P1,upper,hjb-primary-p1-upper-review,一年级上册整理与复习,fill-in,Core,3,hjb-primary-p1-upper-review,hjb-primary-p1-upper-assessment-final-oral-calculation-integrated|hjb-primary-p1-upper-assessment-school-readiness,
P1,upper,hjb-primary-p1-upper-review,一年级上册整理与复习,short-answer,Foundation,3,hjb-primary-p1-upper-review,hjb-primary-p1-upper-assessment-final-oral-calculation-integrated|hjb-primary-p1-upper-assessment-school-readiness,
P1,upper,hjb-primary-p1-upper-review,一年级上册整理与复习,multiple-choice,Core,3,hjb-primary-p1-upper-review,hjb-primary-p1-upper-assessment-final-oral-calculation-integrated|hjb-primary-p1-upper-assessment-school-readiness,
P1,upper,hjb-primary-p1-upper-review,一年级上册整理与复习,fill-in,Foundation,3,hjb-primary-p1-upper-review,hjb-primary-p1-upper-assessment-final-oral-calculation-integrated|hjb-primary-p1-upper-assessment-school-readiness,
P1,upper,hjb-primary-p1-upper-school-math-habits,我是小学生与数学学习习惯,multiple-choice,Foundation,2,hjb-primary-p1-upper-school-math-habits,hjb-primary-p1-upper-assessment-school-readiness|hjb-primary-p1-upper-assessment-midterm-integrated,
P1,upper,hjb-primary-p1-upper-school-math-habits,我是小学生与数学学习习惯,fill-in,Core,2,hjb-primary-p1-upper-school-math-habits,hjb-primary-p1-upper-assessment-school-readiness|hjb-primary-p1-upper-assessment-midterm-integrated,
P1,upper,hjb-primary-p1-upper-school-math-habits,我是小学生与数学学习习惯,short-answer,Challenge,2,hjb-primary-p1-upper-school-math-habits,hjb-primary-p1-upper-assessment-school-readiness|hjb-primary-p1-upper-assessment-midterm-integrated,
P1,upper,hjb-primary-p1-upper-school-math-habits,我是小学生与数学学习习惯,multiple-choice,Exam,2,hjb-primary-p1-upper-school-math-habits,hjb-primary-p1-upper-assessment-school-readiness|hjb-primary-p1-upper-assessment-midterm-integrated,
P1,upper,hjb-primary-p1-upper-school-math-habits,我是小学生与数学学习习惯,fill-in,Foundation,2,hjb-primary-p1-upper-school-math-habits,hjb-primary-p1-upper-assessment-school-readiness|hjb-primary-p1-upper-assessment-midterm-integrated,
P1,upper,hjb-primary-p1-upper-school-math-habits,我是小学生与数学学习习惯,short-answer,Core,2,hjb-primary-p1-upper-school-math-habits,hjb-primary-p1-upper-assessment-school-readiness|hjb-primary-p1-upper-assessment-midterm-integrated,
P1,upper,hjb-primary-p1-upper-school-math-habits,我是小学生与数学学习习惯,multiple-choice,Challenge,2,hjb-primary-p1-upper-school-math-habits,hjb-primary-p1-upper-assessment-school-readiness|hjb-primary-p1-upper-assessment-midterm-integrated,
P1,upper,hjb-primary-p1-upper-school-math-habits,我是小学生与数学学习习惯,fill-in,Exam,2,hjb-primary-p1-upper-school-math-habits,hjb-primary-p1-upper-assessment-school-readiness|hjb-primary-p1-upper-assessment-midterm-integrated,
P1,upper,hjb-primary-p1-upper-school-math-habits,我是小学生与数学学习习惯,short-answer,Foundation,1,hjb-primary-p1-upper-school-math-habits,hjb-primary-p1-upper-assessment-school-readiness|hjb-primary-p1-upper-assessment-midterm-integrated,
P1,upper,hjb-primary-p1-upper-school-math-habits,我是小学生与数学学习习惯,multiple-choice,Core,1,hjb-primary-p1-upper-school-math-habits,hjb-primary-p1-upper-assessment-school-readiness|hjb-primary-p1-upper-assessment-midterm-integrated,
P1,upper,hjb-primary-p1-upper-school-math-habits,我是小学生与数学学习习惯,fill-in,Challenge,1,hjb-primary-p1-upper-school-math-habits,hjb-primary-p1-upper-assessment-school-readiness|hjb-primary-p1-upper-assessment-midterm-integrated,
P1,upper,hjb-primary-p1-upper-school-math-habits,我是小学生与数学学习习惯,short-answer,Exam,1,hjb-primary-p1-upper-school-math-habits,hjb-primary-p1-upper-assessment-school-readiness|hjb-primary-p1-upper-assessment-midterm-integrated,
P1,upper,hjb-primary-p1-upper-solids-introduction,认识立体图形,short-answer,Foundation,7,hjb-primary-p1-upper-solids-introduction,hjb-primary-p1-upper-assessment-solid-shapes|hjb-primary-p1-upper-assessment-midterm-integrated,
P1,upper,hjb-primary-p1-upper-solids-introduction,认识立体图形,multiple-choice,Core,7,hjb-primary-p1-upper-solids-introduction,hjb-primary-p1-upper-assessment-solid-shapes|hjb-primary-p1-upper-assessment-midterm-integrated,
P1,upper,hjb-primary-p1-upper-solids-introduction,认识立体图形,fill-in,Challenge,6,hjb-primary-p1-upper-solids-introduction,hjb-primary-p1-upper-assessment-solid-shapes|hjb-primary-p1-upper-assessment-midterm-integrated,
P1,upper,hjb-primary-p1-upper-within-10-add-sub,10以内数的加减法,multiple-choice,Core,5,hjb-primary-p1-upper-within-10-add-sub,hjb-primary-p1-upper-assessment-within-10-add-sub|hjb-primary-p1-upper-assessment-within-20-add-sub,
P1,upper,hjb-primary-p1-upper-within-10-add-sub,10以内数的加减法,fill-in,Challenge,2,hjb-primary-p1-upper-within-10-add-sub,hjb-primary-p1-upper-assessment-within-10-add-sub|hjb-primary-p1-upper-assessment-within-20-add-sub,
P1,upper,hjb-primary-p1-upper-within-10-add-sub,10以内数的加减法,short-answer,Foundation,4,hjb-primary-p1-upper-within-10-add-sub,hjb-primary-p1-upper-assessment-within-10-add-sub|hjb-primary-p1-upper-assessment-within-20-add-sub,
P1,upper,hjb-primary-p1-upper-within-10-add-sub,10以内数的加减法,fill-in,Foundation,2,hjb-primary-p1-upper-within-10-add-sub,hjb-primary-p1-upper-assessment-within-10-add-sub|hjb-primary-p1-upper-assessment-within-20-add-sub,
P1,upper,hjb-primary-p1-upper-within-10-add-sub,10以内数的加减法,short-answer,Core,2,hjb-primary-p1-upper-within-10-add-sub,hjb-primary-p1-upper-assessment-within-10-add-sub|hjb-primary-p1-upper-assessment-within-20-add-sub,
P1,upper,hjb-primary-p1-upper-within-10-add-sub,10以内数的加减法,multiple-choice,Foundation,2,hjb-primary-p1-upper-within-10-add-sub,hjb-primary-p1-upper-assessment-within-10-add-sub|hjb-primary-p1-upper-assessment-within-20-add-sub,
P1,upper,hjb-primary-p1-upper-within-10-add-sub,10以内数的加减法,fill-in,Core,2,hjb-primary-p1-upper-within-10-add-sub,hjb-primary-p1-upper-assessment-within-10-add-sub|hjb-primary-p1-upper-assessment-within-20-add-sub,
P1,upper,hjb-primary-p1-upper-within-10-number-sense,10以内数的认识,fill-in,Challenge,7,hjb-primary-p1-upper-within-10-number-sense,hjb-primary-p1-upper-assessment-within-10-number-sense|hjb-primary-p1-upper-assessment-midterm-integrated,
P1,upper,hjb-primary-p1-upper-within-10-number-sense,10以内数的认识,short-answer,Foundation,7,hjb-primary-p1-upper-within-10-number-sense,hjb-primary-p1-upper-assessment-within-10-number-sense|hjb-primary-p1-upper-assessment-midterm-integrated,
P1,upper,hjb-primary-p1-upper-within-10-number-sense,10以内数的认识,multiple-choice,Core,6,hjb-primary-p1-upper-within-10-number-sense,hjb-primary-p1-upper-assessment-within-10-number-sense|hjb-primary-p1-upper-assessment-midterm-integrated,
P1,upper,hjb-primary-p1-upper-within-20-number-add-sub,20以内的数与不进位不退位加减,fill-in,Foundation,4,hjb-primary-p1-upper-within-20-number-add-sub,hjb-primary-p1-upper-assessment-within-20-number-sense|hjb-primary-p1-upper-assessment-within-20-add-sub,
P1,upper,hjb-primary-p1-upper-within-20-number-add-sub,20以内的数与不进位不退位加减,short-answer,Core,3,hjb-primary-p1-upper-within-20-number-add-sub,hjb-primary-p1-upper-assessment-within-20-number-sense|hjb-primary-p1-upper-assessment-within-20-add-sub,
P1,upper,hjb-primary-p1-upper-within-20-number-add-sub,20以内的数与不进位不退位加减,multiple-choice,Foundation,3,hjb-primary-p1-upper-within-20-number-add-sub,hjb-primary-p1-upper-assessment-within-20-number-sense|hjb-primary-p1-upper-assessment-within-20-add-sub,
P1,upper,hjb-primary-p1-upper-within-20-number-add-sub,20以内的数与不进位不退位加减,fill-in,Core,3,hjb-primary-p1-upper-within-20-number-add-sub,hjb-primary-p1-upper-assessment-within-20-number-sense|hjb-primary-p1-upper-assessment-within-20-add-sub,
P1,upper,hjb-primary-p1-upper-within-20-number-add-sub,20以内的数与不进位不退位加减,short-answer,Foundation,3,hjb-primary-p1-upper-within-20-number-add-sub,hjb-primary-p1-upper-assessment-within-20-number-sense|hjb-primary-p1-upper-assessment-within-20-add-sub,
P1,upper,hjb-primary-p1-upper-within-20-number-add-sub,20以内的数与不进位不退位加减,multiple-choice,Core,3,hjb-primary-p1-upper-within-20-number-add-sub,hjb-primary-p1-upper-assessment-within-20-number-sense|hjb-primary-p1-upper-assessment-within-20-add-sub,
P2,lower,hjb-primary-p2-lower-division-facts,表内除法,multiple-choice,Core,4,hjb-primary-p2-lower-division-facts,hjb-primary-p2-lower-assessment-division-facts|hjb-primary-p2-lower-assessment-midterm-integrated,
P2,lower,hjb-primary-p2-lower-division-facts,表内除法,fill-in,Foundation,4,hjb-primary-p2-lower-division-facts,hjb-primary-p2-lower-assessment-division-facts|hjb-primary-p2-lower-assessment-midterm-integrated,
P2,lower,hjb-primary-p2-lower-division-facts,表内除法,short-answer,Core,4,hjb-primary-p2-lower-division-facts,hjb-primary-p2-lower-assessment-division-facts|hjb-primary-p2-lower-assessment-midterm-integrated,
P2,lower,hjb-primary-p2-lower-division-facts,表内除法,multiple-choice,Foundation,4,hjb-primary-p2-lower-division-facts,hjb-primary-p2-lower-assessment-division-facts|hjb-primary-p2-lower-assessment-midterm-integrated,
P2,lower,hjb-primary-p2-lower-division-facts,表内除法,fill-in,Core,4,hjb-primary-p2-lower-division-facts,hjb-primary-p2-lower-assessment-division-facts|hjb-primary-p2-lower-assessment-midterm-integrated,
P2,lower,hjb-primary-p2-lower-division-facts,表内除法,short-answer,Foundation,3,hjb-primary-p2-lower-division-facts,hjb-primary-p2-lower-assessment-division-facts|hjb-primary-p2-lower-assessment-midterm-integrated,
P2,lower,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,multiple-choice,Core,5,hjb-primary-p2-lower-math-square-review,hjb-primary-p2-lower-assessment-math-square-review|hjb-primary-p2-lower-assessment-final-integrated,
P2,lower,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,fill-in,Foundation,6,hjb-primary-p2-lower-math-square-review,hjb-primary-p2-lower-assessment-math-square-review|hjb-primary-p2-lower-assessment-final-integrated,
P2,lower,hjb-primary-p2-lower-math-square-review,二年级下册数学广场与整理复习,multiple-choice,Foundation,11,hjb-primary-p2-lower-math-square-review,hjb-primary-p2-lower-assessment-math-square-review|hjb-primary-p2-lower-assessment-final-integrated,
P2,lower,hjb-primary-p2-lower-time,时间在哪里,short-answer,Foundation,4,hjb-primary-p2-lower-time,hjb-primary-p2-lower-assessment-time|hjb-primary-p2-lower-assessment-midterm-integrated,
P2,lower,hjb-primary-p2-lower-time,时间在哪里,multiple-choice,Core,5,hjb-primary-p2-lower-time,hjb-primary-p2-lower-assessment-time|hjb-primary-p2-lower-assessment-midterm-integrated,
P2,lower,hjb-primary-p2-lower-time,时间在哪里,fill-in,Foundation,5,hjb-primary-p2-lower-time,hjb-primary-p2-lower-assessment-time|hjb-primary-p2-lower-assessment-midterm-integrated,
P2,lower,hjb-primary-p2-lower-time,时间在哪里,short-answer,Core,3,hjb-primary-p2-lower-time,hjb-primary-p2-lower-assessment-time|hjb-primary-p2-lower-assessment-midterm-integrated,
P2,lower,hjb-primary-p2-lower-time,时间在哪里,multiple-choice,Foundation,3,hjb-primary-p2-lower-time,hjb-primary-p2-lower-assessment-time|hjb-primary-p2-lower-assessment-midterm-integrated,
P2,lower,hjb-primary-p2-lower-time,时间在哪里,fill-in,Core,3,hjb-primary-p2-lower-time,hjb-primary-p2-lower-assessment-time|hjb-primary-p2-lower-assessment-midterm-integrated,
P2,lower,hjb-primary-p2-lower-two-three-digit-add-sub,两位数与三位数的加减法,multiple-choice,Core,11,hjb-primary-p2-lower-two-three-digit-add-sub,hjb-primary-p2-lower-assessment-two-three-digit-add-sub|hjb-primary-p2-lower-assessment-final-integrated,
P2,lower,hjb-primary-p2-lower-two-three-digit-add-sub,两位数与三位数的加减法,fill-in,Foundation,11,hjb-primary-p2-lower-two-three-digit-add-sub,hjb-primary-p2-lower-assessment-two-three-digit-add-sub|hjb-primary-p2-lower-assessment-final-integrated,
P2,lower,hjb-primary-p2-lower-within-10000-number-sense,万以内的数,multiple-choice,Core,11,hjb-primary-p2-lower-within-10000-number-sense,hjb-primary-p2-lower-assessment-within-10000-number-sense|hjb-primary-p2-lower-assessment-midterm-integrated,
P2,lower,hjb-primary-p2-lower-within-10000-number-sense,万以内的数,fill-in,Foundation,11,hjb-primary-p2-lower-within-10000-number-sense,hjb-primary-p2-lower-assessment-within-10000-number-sense|hjb-primary-p2-lower-assessment-midterm-integrated,
P2,upper,hjb-primary-p2-upper-classification,分类与整理,short-answer,Core,5,hjb-primary-p2-upper-classification,hjb-primary-p2-upper-assessment-final-integrated|hjb-primary-p2-upper-assessment-within-100-add-sub-unit,
P2,upper,hjb-primary-p2-upper-classification,分类与整理,multiple-choice,Challenge,2,hjb-primary-p2-upper-classification,hjb-primary-p2-upper-assessment-final-integrated|hjb-primary-p2-upper-assessment-within-100-add-sub-unit,
P2,upper,hjb-primary-p2-upper-classification,分类与整理,fill-in,Foundation,4,hjb-primary-p2-upper-classification,hjb-primary-p2-upper-assessment-final-integrated|hjb-primary-p2-upper-assessment-within-100-add-sub-unit,
P2,upper,hjb-primary-p2-upper-classification,分类与整理,multiple-choice,Foundation,3,hjb-primary-p2-upper-classification,hjb-primary-p2-upper-assessment-final-integrated|hjb-primary-p2-upper-assessment-within-100-add-sub-unit,
P2,upper,hjb-primary-p2-upper-classification,分类与整理,fill-in,Core,3,hjb-primary-p2-upper-classification,hjb-primary-p2-upper-assessment-final-integrated|hjb-primary-p2-upper-assessment-within-100-add-sub-unit,
P2,upper,hjb-primary-p2-upper-classification,分类与整理,short-answer,Foundation,3,hjb-primary-p2-upper-classification,hjb-primary-p2-upper-assessment-final-integrated|hjb-primary-p2-upper-assessment-within-100-add-sub-unit,
P2,upper,hjb-primary-p2-upper-classification,分类与整理,multiple-choice,Core,3,hjb-primary-p2-upper-classification,hjb-primary-p2-upper-assessment-final-integrated|hjb-primary-p2-upper-assessment-within-100-add-sub-unit,
P2,upper,hjb-primary-p2-upper-math-square-review,二年级上册数学广场与整理复习,fill-in,Foundation,4,hjb-primary-p2-upper-math-square-review,hjb-primary-p2-lower-assessment-math-square-review|hjb-primary-p2-upper-assessment-final-integrated,
P2,upper,hjb-primary-p2-upper-math-square-review,二年级上册数学广场与整理复习,short-answer,Core,4,hjb-primary-p2-upper-math-square-review,hjb-primary-p2-lower-assessment-math-square-review|hjb-primary-p2-upper-assessment-final-integrated,
P2,upper,hjb-primary-p2-upper-math-square-review,二年级上册数学广场与整理复习,multiple-choice,Foundation,4,hjb-primary-p2-upper-math-square-review,hjb-primary-p2-lower-assessment-math-square-review|hjb-primary-p2-upper-assessment-final-integrated,
P2,upper,hjb-primary-p2-upper-math-square-review,二年级上册数学广场与整理复习,fill-in,Core,4,hjb-primary-p2-upper-math-square-review,hjb-primary-p2-lower-assessment-math-square-review|hjb-primary-p2-upper-assessment-final-integrated,
P2,upper,hjb-primary-p2-upper-math-square-review,二年级上册数学广场与整理复习,short-answer,Foundation,4,hjb-primary-p2-upper-math-square-review,hjb-primary-p2-lower-assessment-math-square-review|hjb-primary-p2-upper-assessment-final-integrated,
P2,upper,hjb-primary-p2-upper-math-square-review,二年级上册数学广场与整理复习,multiple-choice,Core,3,hjb-primary-p2-upper-math-square-review,hjb-primary-p2-lower-assessment-math-square-review|hjb-primary-p2-upper-assessment-final-integrated,
P2,upper,hjb-primary-p2-upper-money-shopping,人民币与购物应用,short-answer,Exam,1,hjb-primary-p2-upper-money-shopping,hjb-primary-p2-upper-assessment-money-shopping-unit|hjb-primary-p2-upper-assessment-midterm-integrated,
P2,upper,hjb-primary-p2-upper-money-shopping,人民币与购物应用,multiple-choice,Foundation,1,hjb-primary-p2-upper-money-shopping,hjb-primary-p2-upper-assessment-money-shopping-unit|hjb-primary-p2-upper-assessment-midterm-integrated,
P2,upper,hjb-primary-p2-upper-money-shopping,人民币与购物应用,fill-in,Core,1,hjb-primary-p2-upper-money-shopping,hjb-primary-p2-upper-assessment-money-shopping-unit|hjb-primary-p2-upper-assessment-midterm-integrated,
P2,upper,hjb-primary-p2-upper-money-shopping,人民币与购物应用,short-answer,Challenge,1,hjb-primary-p2-upper-money-shopping,hjb-primary-p2-upper-assessment-money-shopping-unit|hjb-primary-p2-upper-assessment-midterm-integrated,
P2,upper,hjb-primary-p2-upper-money-shopping,人民币与购物应用,multiple-choice,Exam,1,hjb-primary-p2-upper-money-shopping,hjb-primary-p2-upper-assessment-money-shopping-unit|hjb-primary-p2-upper-assessment-midterm-integrated,
P2,upper,hjb-primary-p2-upper-money-shopping,人民币与购物应用,fill-in,Foundation,6,hjb-primary-p2-upper-money-shopping,hjb-primary-p2-upper-assessment-money-shopping-unit|hjb-primary-p2-upper-assessment-midterm-integrated,
P2,upper,hjb-primary-p2-upper-money-shopping,人民币与购物应用,short-answer,Core,6,hjb-primary-p2-upper-money-shopping,hjb-primary-p2-upper-assessment-money-shopping-unit|hjb-primary-p2-upper-assessment-midterm-integrated,
P2,upper,hjb-primary-p2-upper-money-shopping,人民币与购物应用,multiple-choice,Challenge,6,hjb-primary-p2-upper-money-shopping,hjb-primary-p2-upper-assessment-money-shopping-unit|hjb-primary-p2-upper-assessment-midterm-integrated,
P2,upper,hjb-primary-p2-upper-multiplication-facts,表内乘法,multiple-choice,Challenge,8,hjb-primary-p2-upper-multiplication-facts,hjb-primary-p2-upper-assessment-multiplication-facts-unit|hjb-primary-p2-upper-assessment-final-integrated,
P2,upper,hjb-primary-p2-upper-multiplication-facts,表内乘法,fill-in,Foundation,8,hjb-primary-p2-upper-multiplication-facts,hjb-primary-p2-upper-assessment-multiplication-facts-unit|hjb-primary-p2-upper-assessment-final-integrated,
P2,upper,hjb-primary-p2-upper-multiplication-facts,表内乘法,short-answer,Core,7,hjb-primary-p2-upper-multiplication-facts,hjb-primary-p2-upper-assessment-multiplication-facts-unit|hjb-primary-p2-upper-assessment-final-integrated,
P2,upper,hjb-primary-p2-upper-school-position-direction,校园方位与位置表达,fill-in,Foundation,8,hjb-primary-p2-upper-school-position-direction,hjb-primary-p2-upper-assessment-within-100-add-sub-unit|hjb-primary-p2-upper-assessment-money-shopping-unit,
P2,upper,hjb-primary-p2-upper-school-position-direction,校园方位与位置表达,short-answer,Core,8,hjb-primary-p2-upper-school-position-direction,hjb-primary-p2-upper-assessment-within-100-add-sub-unit|hjb-primary-p2-upper-assessment-money-shopping-unit,
P2,upper,hjb-primary-p2-upper-school-position-direction,校园方位与位置表达,multiple-choice,Challenge,7,hjb-primary-p2-upper-school-position-direction,hjb-primary-p2-upper-assessment-within-100-add-sub-unit|hjb-primary-p2-upper-assessment-money-shopping-unit,
P2,upper,hjb-primary-p2-upper-within-100-add-sub,100以内数的加减法（二）,multiple-choice,Foundation,2,hjb-primary-p2-upper-within-100-add-sub,hjb-primary-p2-upper-assessment-within-100-add-sub-unit|hjb-primary-p2-upper-assessment-midterm-integrated,
P2,upper,hjb-primary-p2-upper-within-100-add-sub,100以内数的加减法（二）,fill-in,Core,2,hjb-primary-p2-upper-within-100-add-sub,hjb-primary-p2-upper-assessment-within-100-add-sub-unit|hjb-primary-p2-upper-assessment-midterm-integrated,
