grade,semester,topicId,unitTitle,type,difficulty,count,evidenceCardIds,assessmentPatternCardIds,paperPatternCardIds
P6,upper,hjb-primary-p6-upper-divisibility,数的整除,short-answer,Foundation,2,hjb-primary-p6-upper-divisibility,hjb-primary-p6-lower-assessment-ratio-proportion|hjb-primary-p6-lower-assessment-circle-sector,
P6,upper,hjb-primary-p6-upper-divisibility,数的整除,multiple-choice,Challenge,1,hjb-primary-p6-upper-divisibility,hjb-primary-p6-lower-assessment-ratio-proportion|hjb-primary-p6-lower-assessment-circle-sector,
P6,upper,hjb-primary-p6-upper-divisibility,数的整除,fill-in,Exam,1,hjb-primary-p6-upper-divisibility,hjb-primary-p6-lower-assessment-ratio-proportion|hjb-primary-p6-lower-assessment-circle-sector,
P6,upper,hjb-primary-p6-upper-divisibility,数的整除,short-answer,Core,1,hjb-primary-p6-upper-divisibility,hjb-primary-p6-lower-assessment-ratio-proportion|hjb-primary-p6-lower-assessment-circle-sector,
P6,upper,hjb-primary-p6-upper-divisibility,数的整除,multiple-choice,Foundation,1,hjb-primary-p6-upper-divisibility,hjb-primary-p6-lower-assessment-ratio-proportion|hjb-primary-p6-lower-assessment-circle-sector,
P6,upper,hjb-primary-p6-upper-divisibility,数的整除,fill-in,Challenge,1,hjb-primary-p6-upper-divisibility,hjb-primary-p6-lower-assessment-ratio-proportion|hjb-primary-p6-lower-assessment-circle-sector,
P6,upper,hjb-primary-p6-upper-divisibility,数的整除,short-answer,Exam,1,hjb-primary-p6-upper-divisibility,hjb-primary-p6-lower-assessment-ratio-proportion|hjb-primary-p6-lower-assessment-circle-sector,
P6,upper,hjb-primary-p6-upper-fractions,分数,multiple-choice,Challenge,2,hjb-primary-p6-upper-fractions,hjb-primary-p4-upper-assessment-review-operations-fractions|hjb-primary-p4-upper-assessment-fraction-extension,
P6,upper,hjb-primary-p6-upper-fractions,分数,fill-in,Exam,2,hjb-primary-p6-upper-fractions,hjb-primary-p4-upper-assessment-review-operations-fractions|hjb-primary-p4-upper-assessment-fraction-extension,
P6,upper,hjb-primary-p6-upper-fractions,分数,short-answer,Core,2,hjb-primary-p6-upper-fractions,hjb-primary-p4-upper-assessment-review-operations-fractions|hjb-primary-p4-upper-assessment-fraction-extension,
P6,upper,hjb-primary-p6-upper-fractions,分数,multiple-choice,Foundation,2,hjb-primary-p6-upper-fractions,hjb-primary-p4-upper-assessment-review-operations-fractions|hjb-primary-p4-upper-assessment-fraction-extension,
P6,upper,hjb-primary-p6-upper-fractions,分数,fill-in,Challenge,2,hjb-primary-p6-upper-fractions,hjb-primary-p4-upper-assessment-review-operations-fractions|hjb-primary-p4-upper-assessment-fraction-extension,
P6,upper,hjb-primary-p6-upper-fractions,分数,short-answer,Exam,2,hjb-primary-p6-upper-fractions,hjb-primary-p4-upper-assessment-review-operations-fractions|hjb-primary-p4-upper-assessment-fraction-extension,
P6,upper,hjb-primary-p6-upper-fractions,分数,multiple-choice,Core,1,hjb-primary-p6-upper-fractions,hjb-primary-p4-upper-assessment-review-operations-fractions|hjb-primary-p4-upper-assessment-fraction-extension,
P6,upper,hjb-primary-p6-upper-fractions,分数,fill-in,Foundation,1,hjb-primary-p6-upper-fractions,hjb-primary-p4-upper-assessment-review-operations-fractions|hjb-primary-p4-upper-assessment-fraction-extension,
P6,upper,hjb-primary-p6-upper-fractions,分数,short-answer,Challenge,1,hjb-primary-p6-upper-fractions,hjb-primary-p4-upper-assessment-review-operations-fractions|hjb-primary-p4-upper-assessment-fraction-extension,
P6,upper,hjb-primary-p6-upper-fractions,分数,multiple-choice,Exam,1,hjb-primary-p6-upper-fractions,hjb-primary-p4-upper-assessment-review-operations-fractions|hjb-primary-p4-upper-assessment-fraction-extension,
P6,upper,hjb-primary-p6-upper-fractions,分数,fill-in,Core,1,hjb-primary-p6-upper-fractions,hjb-primary-p4-upper-assessment-review-operations-fractions|hjb-primary-p4-upper-assessment-fraction-extension,
P6,upper,hjb-primary-p6-upper-fractions,分数,short-answer,Foundation,1,hjb-primary-p6-upper-fractions,hjb-primary-p4-upper-assessment-review-operations-fractions|hjb-primary-p4-upper-assessment-fraction-extension,
P6,upper,hjb-primary-p6-upper-ratio-proportion,比和比例,multiple-choice,Core,2,hjb-primary-p6-upper-ratio-proportion,hjb-primary-p6-lower-assessment-ratio-proportion|hjb-primary-p6-lower-assessment-stage-integrated,
P6,upper,hjb-primary-p6-upper-ratio-proportion,比和比例,fill-in,Foundation,2,hjb-primary-p6-upper-ratio-proportion,hjb-primary-p6-lower-assessment-ratio-proportion|hjb-primary-p6-lower-assessment-stage-integrated,
P6,upper,hjb-primary-p6-upper-ratio-proportion,比和比例,short-answer,Challenge,2,hjb-primary-p6-upper-ratio-proportion,hjb-primary-p6-lower-assessment-ratio-proportion|hjb-primary-p6-lower-assessment-stage-integrated,
P6,upper,hjb-primary-p6-upper-ratio-proportion,比和比例,multiple-choice,Exam,2,hjb-primary-p6-upper-ratio-proportion,hjb-primary-p6-lower-assessment-ratio-proportion|hjb-primary-p6-lower-assessment-stage-integrated,
P6,upper,hjb-primary-p6-upper-ratio-proportion,比和比例,fill-in,Core,2,hjb-primary-p6-upper-ratio-proportion,hjb-primary-p6-lower-assessment-ratio-proportion|hjb-primary-p6-lower-assessment-stage-integrated,
P6,upper,hjb-primary-p6-upper-ratio-proportion,比和比例,short-answer,Foundation,2,hjb-primary-p6-upper-ratio-proportion,hjb-primary-p6-lower-assessment-ratio-proportion|hjb-primary-p6-lower-assessment-stage-integrated,
P6,upper,hjb-primary-p6-upper-ratio-proportion,比和比例,multiple-choice,Challenge,1,hjb-primary-p6-upper-ratio-proportion,hjb-primary-p6-lower-assessment-ratio-proportion|hjb-primary-p6-lower-assessment-stage-integrated,
P6,upper,hjb-primary-p6-upper-ratio-proportion,比和比例,fill-in,Exam,1,hjb-primary-p6-upper-ratio-proportion,hjb-primary-p6-lower-assessment-ratio-proportion|hjb-primary-p6-lower-assessment-stage-integrated,
P6,upper,hjb-primary-p6-upper-ratio-proportion,比和比例,short-answer,Core,1,hjb-primary-p6-upper-ratio-proportion,hjb-primary-p6-lower-assessment-ratio-proportion|hjb-primary-p6-lower-assessment-stage-integrated,
P6,upper,hjb-primary-p6-upper-ratio-proportion,比和比例,multiple-choice,Foundation,1,hjb-primary-p6-upper-ratio-proportion,hjb-primary-p6-lower-assessment-ratio-proportion|hjb-primary-p6-lower-assessment-stage-integrated,
P6,upper,hjb-primary-p6-upper-ratio-proportion,比和比例,fill-in,Challenge,1,hjb-primary-p6-upper-ratio-proportion,hjb-primary-p6-lower-assessment-ratio-proportion|hjb-primary-p6-lower-assessment-stage-integrated,
P6,upper,hjb-primary-p6-upper-ratio-proportion,比和比例,short-answer,Exam,1,hjb-primary-p6-upper-ratio-proportion,hjb-primary-p6-lower-assessment-ratio-proportion|hjb-primary-p6-lower-assessment-stage-integrated,
