grade,semester,topicId,unitTitle,type,difficulty,count,evidenceCardIds,assessmentPatternCardIds,zhongkaoPatternCardIds
S3,lower,bnu-junior-s3-lower-right-triangle-trigonometry,直角三角形的边角关系,fill-in,Exam,8,bnu-junior-s3-lower-right-triangle-trigonometry,bnu-junior-s3-lower-assessment-right-triangle-trig-unit|bnu-junior-s3-lower-assessment-monthly-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-triangles-congruence-proof
S3,lower,bnu-junior-s3-lower-right-triangle-trigonometry,直角三角形的边角关系,multiple-choice,Core,8,bnu-junior-s3-lower-right-triangle-trigonometry,bnu-junior-s3-lower-assessment-right-triangle-trig-unit|bnu-junior-s3-lower-assessment-monthly-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-triangles-congruence-proof
S3,lower,bnu-junior-s3-lower-right-triangle-trigonometry,直角三角形的边角关系,short-answer,Exam,8,bnu-junior-s3-lower-right-triangle-trigonometry,bnu-junior-s3-lower-assessment-right-triangle-trig-unit|bnu-junior-s3-lower-assessment-monthly-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-triangles-congruence-proof
S3,lower,bnu-junior-s3-lower-right-triangle-trigonometry,直角三角形的边角关系,fill-in,Core,8,bnu-junior-s3-lower-right-triangle-trigonometry,bnu-junior-s3-lower-assessment-right-triangle-trig-unit|bnu-junior-s3-lower-assessment-monthly-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-triangles-congruence-proof
S3,lower,bnu-junior-s3-lower-statistics-probability,统计与概率,multiple-choice,Exam,25,bnu-junior-s3-lower-statistics-probability,bnu-junior-s3-lower-assessment-statistics-probability-unit|bnu-junior-s3-lower-assessment-stage-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S3,lower,bnu-junior-s3-lower-statistics-probability,统计与概率,short-answer,Core,20,bnu-junior-s3-lower-statistics-probability,bnu-junior-s3-lower-assessment-statistics-probability-unit|bnu-junior-s3-lower-assessment-stage-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S3,lower,bnu-junior-s3-lower-statistics-probability,统计与概率,short-answer,Exam,5,bnu-junior-s3-lower-statistics-probability,bnu-junior-s3-lower-assessment-statistics-probability-unit|bnu-junior-s3-lower-assessment-stage-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-inverse-proportion,反比例函数,short-answer,Exam,9,bnu-junior-s3-upper-inverse-proportion,bnu-junior-s3-upper-assessment-inverse-proportion-unit|bnu-junior-s3-upper-assessment-midterm-1-to-6-integrated,pep-junior-exam-inverse-proportion-models|pep-junior-exam-linear-equation-inequality-models
S3,upper,bnu-junior-s3-upper-inverse-proportion,反比例函数,fill-in,Core,9,bnu-junior-s3-upper-inverse-proportion,bnu-junior-s3-upper-assessment-inverse-proportion-unit|bnu-junior-s3-upper-assessment-midterm-1-to-6-integrated,pep-junior-exam-inverse-proportion-models|pep-junior-exam-linear-equation-inequality-models
S3,upper,bnu-junior-s3-upper-inverse-proportion,反比例函数,multiple-choice,Exam,8,bnu-junior-s3-upper-inverse-proportion,bnu-junior-s3-upper-assessment-inverse-proportion-unit|bnu-junior-s3-upper-assessment-midterm-1-to-6-integrated,pep-junior-exam-inverse-proportion-models|pep-junior-exam-linear-equation-inequality-models
S3,upper,bnu-junior-s3-upper-inverse-proportion,反比例函数,short-answer,Core,8,bnu-junior-s3-upper-inverse-proportion,bnu-junior-s3-upper-assessment-inverse-proportion-unit|bnu-junior-s3-upper-assessment-midterm-1-to-6-integrated,pep-junior-exam-inverse-proportion-models|pep-junior-exam-linear-equation-inequality-models
S3,upper,bnu-junior-s3-upper-inverse-proportion,反比例函数,fill-in,Exam,8,bnu-junior-s3-upper-inverse-proportion,bnu-junior-s3-upper-assessment-inverse-proportion-unit|bnu-junior-s3-upper-assessment-midterm-1-to-6-integrated,pep-junior-exam-inverse-proportion-models|pep-junior-exam-linear-equation-inequality-models
S3,upper,bnu-junior-s3-upper-inverse-proportion,反比例函数,multiple-choice,Core,8,bnu-junior-s3-upper-inverse-proportion,bnu-junior-s3-upper-assessment-inverse-proportion-unit|bnu-junior-s3-upper-assessment-midterm-1-to-6-integrated,pep-junior-exam-inverse-proportion-models|pep-junior-exam-linear-equation-inequality-models
S3,upper,bnu-junior-s3-upper-probability-advanced,概率的进一步认识,short-answer,Exam,5,bnu-junior-s3-upper-probability-advanced,bnu-junior-s3-upper-assessment-probability-advanced-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-probability-advanced,概率的进一步认识,fill-in,Core,5,bnu-junior-s3-upper-probability-advanced,bnu-junior-s3-upper-assessment-probability-advanced-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-probability-advanced,概率的进一步认识,multiple-choice,Challenge,4,bnu-junior-s3-upper-probability-advanced,bnu-junior-s3-upper-assessment-probability-advanced-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-probability-advanced,概率的进一步认识,short-answer,Foundation,4,bnu-junior-s3-upper-probability-advanced,bnu-junior-s3-upper-assessment-probability-advanced-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-probability-advanced,概率的进一步认识,fill-in,Exam,4,bnu-junior-s3-upper-probability-advanced,bnu-junior-s3-upper-assessment-probability-advanced-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-probability-advanced,概率的进一步认识,multiple-choice,Core,4,bnu-junior-s3-upper-probability-advanced,bnu-junior-s3-upper-assessment-probability-advanced-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-probability-advanced,概率的进一步认识,short-answer,Challenge,4,bnu-junior-s3-upper-probability-advanced,bnu-junior-s3-upper-assessment-probability-advanced-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-probability-advanced,概率的进一步认识,fill-in,Foundation,4,bnu-junior-s3-upper-probability-advanced,bnu-junior-s3-upper-assessment-probability-advanced-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-probability-advanced,概率的进一步认识,multiple-choice,Exam,4,bnu-junior-s3-upper-probability-advanced,bnu-junior-s3-upper-assessment-probability-advanced-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-probability-advanced,概率的进一步认识,short-answer,Core,4,bnu-junior-s3-upper-probability-advanced,bnu-junior-s3-upper-assessment-probability-advanced-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-probability-advanced,概率的进一步认识,fill-in,Challenge,4,bnu-junior-s3-upper-probability-advanced,bnu-junior-s3-upper-assessment-probability-advanced-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-probability-advanced,概率的进一步认识,multiple-choice,Foundation,4,bnu-junior-s3-upper-probability-advanced,bnu-junior-s3-upper-assessment-probability-advanced-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-projection-views,投影与视图,fill-in,Core,17,bnu-junior-s3-upper-projection-views,bnu-junior-s3-upper-assessment-projection-views-unit|bnu-junior-s3-upper-assessment-midterm-1-to-5-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S3,upper,bnu-junior-s3-upper-projection-views,投影与视图,multiple-choice,Challenge,17,bnu-junior-s3-upper-projection-views,bnu-junior-s3-upper-assessment-projection-views-unit|bnu-junior-s3-upper-assessment-midterm-1-to-5-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S3,upper,bnu-junior-s3-upper-projection-views,投影与视图,short-answer,Exam,16,bnu-junior-s3-upper-projection-views,bnu-junior-s3-upper-assessment-projection-views-unit|bnu-junior-s3-upper-assessment-midterm-1-to-5-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S3,upper,bnu-junior-s3-upper-quadratic-equations,一元二次方程,fill-in,Challenge,5,bnu-junior-s3-upper-quadratic-equations,bnu-junior-s3-upper-assessment-quadratic-equations-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-quadratic-equations,一元二次方程,multiple-choice,Foundation,5,bnu-junior-s3-upper-quadratic-equations,bnu-junior-s3-upper-assessment-quadratic-equations-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-quadratic-equations,一元二次方程,short-answer,Exam,4,bnu-junior-s3-upper-quadratic-equations,bnu-junior-s3-upper-assessment-quadratic-equations-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-quadratic-equations,一元二次方程,fill-in,Core,4,bnu-junior-s3-upper-quadratic-equations,bnu-junior-s3-upper-assessment-quadratic-equations-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-quadratic-equations,一元二次方程,multiple-choice,Challenge,4,bnu-junior-s3-upper-quadratic-equations,bnu-junior-s3-upper-assessment-quadratic-equations-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-quadratic-equations,一元二次方程,short-answer,Foundation,4,bnu-junior-s3-upper-quadratic-equations,bnu-junior-s3-upper-assessment-quadratic-equations-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-quadratic-equations,一元二次方程,fill-in,Exam,4,bnu-junior-s3-upper-quadratic-equations,bnu-junior-s3-upper-assessment-quadratic-equations-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-quadratic-equations,一元二次方程,multiple-choice,Core,4,bnu-junior-s3-upper-quadratic-equations,bnu-junior-s3-upper-assessment-quadratic-equations-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-quadratic-equations,一元二次方程,short-answer,Challenge,4,bnu-junior-s3-upper-quadratic-equations,bnu-junior-s3-upper-assessment-quadratic-equations-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-quadratic-equations,一元二次方程,fill-in,Foundation,4,bnu-junior-s3-upper-quadratic-equations,bnu-junior-s3-upper-assessment-quadratic-equations-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-quadratic-equations,一元二次方程,multiple-choice,Exam,4,bnu-junior-s3-upper-quadratic-equations,bnu-junior-s3-upper-assessment-quadratic-equations-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-quadratic-equations,一元二次方程,short-answer,Core,4,bnu-junior-s3-upper-quadratic-equations,bnu-junior-s3-upper-assessment-quadratic-equations-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-similar-figures,图形的相似,multiple-choice,Challenge,14,bnu-junior-s3-upper-similar-figures,bnu-junior-s3-upper-assessment-similar-figures-unit|bnu-junior-s3-upper-assessment-midterm-1-to-4-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-similar-figures,图形的相似,short-answer,Foundation,1,bnu-junior-s3-upper-similar-figures,bnu-junior-s3-upper-assessment-similar-figures-unit|bnu-junior-s3-upper-assessment-midterm-1-to-4-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-similar-figures,图形的相似,fill-in,Exam,1,bnu-junior-s3-upper-similar-figures,bnu-junior-s3-upper-assessment-similar-figures-unit|bnu-junior-s3-upper-assessment-midterm-1-to-4-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-similar-figures,图形的相似,multiple-choice,Core,1,bnu-junior-s3-upper-similar-figures,bnu-junior-s3-upper-assessment-similar-figures-unit|bnu-junior-s3-upper-assessment-midterm-1-to-4-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-similar-figures,图形的相似,short-answer,Challenge,1,bnu-junior-s3-upper-similar-figures,bnu-junior-s3-upper-assessment-similar-figures-unit|bnu-junior-s3-upper-assessment-midterm-1-to-4-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-similar-figures,图形的相似,fill-in,Foundation,1,bnu-junior-s3-upper-similar-figures,bnu-junior-s3-upper-assessment-similar-figures-unit|bnu-junior-s3-upper-assessment-midterm-1-to-4-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-similar-figures,图形的相似,multiple-choice,Exam,1,bnu-junior-s3-upper-similar-figures,bnu-junior-s3-upper-assessment-similar-figures-unit|bnu-junior-s3-upper-assessment-midterm-1-to-4-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-similar-figures,图形的相似,short-answer,Core,1,bnu-junior-s3-upper-similar-figures,bnu-junior-s3-upper-assessment-similar-figures-unit|bnu-junior-s3-upper-assessment-midterm-1-to-4-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-similar-figures,图形的相似,fill-in,Challenge,1,bnu-junior-s3-upper-similar-figures,bnu-junior-s3-upper-assessment-similar-figures-unit|bnu-junior-s3-upper-assessment-midterm-1-to-4-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-similar-figures,图形的相似,multiple-choice,Foundation,1,bnu-junior-s3-upper-similar-figures,bnu-junior-s3-upper-assessment-similar-figures-unit|bnu-junior-s3-upper-assessment-midterm-1-to-4-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-similar-figures,图形的相似,short-answer,Exam,14,bnu-junior-s3-upper-similar-figures,bnu-junior-s3-upper-assessment-similar-figures-unit|bnu-junior-s3-upper-assessment-midterm-1-to-4-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-similar-figures,图形的相似,fill-in,Core,13,bnu-junior-s3-upper-similar-figures,bnu-junior-s3-upper-assessment-similar-figures-unit|bnu-junior-s3-upper-assessment-midterm-1-to-4-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-special-parallelograms,特殊平行四边形,multiple-choice,Exam,5,bnu-junior-s3-upper-special-parallelograms,bnu-junior-s3-upper-assessment-special-parallelograms-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-special-parallelograms,特殊平行四边形,short-answer,Core,5,bnu-junior-s3-upper-special-parallelograms,bnu-junior-s3-upper-assessment-special-parallelograms-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-special-parallelograms,特殊平行四边形,fill-in,Challenge,4,bnu-junior-s3-upper-special-parallelograms,bnu-junior-s3-upper-assessment-special-parallelograms-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-special-parallelograms,特殊平行四边形,multiple-choice,Foundation,4,bnu-junior-s3-upper-special-parallelograms,bnu-junior-s3-upper-assessment-special-parallelograms-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-special-parallelograms,特殊平行四边形,short-answer,Exam,4,bnu-junior-s3-upper-special-parallelograms,bnu-junior-s3-upper-assessment-special-parallelograms-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-special-parallelograms,特殊平行四边形,fill-in,Core,4,bnu-junior-s3-upper-special-parallelograms,bnu-junior-s3-upper-assessment-special-parallelograms-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-special-parallelograms,特殊平行四边形,multiple-choice,Challenge,4,bnu-junior-s3-upper-special-parallelograms,bnu-junior-s3-upper-assessment-special-parallelograms-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-special-parallelograms,特殊平行四边形,short-answer,Foundation,4,bnu-junior-s3-upper-special-parallelograms,bnu-junior-s3-upper-assessment-special-parallelograms-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-special-parallelograms,特殊平行四边形,fill-in,Exam,4,bnu-junior-s3-upper-special-parallelograms,bnu-junior-s3-upper-assessment-special-parallelograms-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-special-parallelograms,特殊平行四边形,multiple-choice,Core,4,bnu-junior-s3-upper-special-parallelograms,bnu-junior-s3-upper-assessment-special-parallelograms-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-special-parallelograms,特殊平行四边形,short-answer,Challenge,4,bnu-junior-s3-upper-special-parallelograms,bnu-junior-s3-upper-assessment-special-parallelograms-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S3,upper,bnu-junior-s3-upper-special-parallelograms,特殊平行四边形,fill-in,Foundation,4,bnu-junior-s3-upper-special-parallelograms,bnu-junior-s3-upper-assessment-special-parallelograms-unit|bnu-junior-s3-upper-assessment-monthly-1-to-3-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
